# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 57
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00056.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00071.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00085.ppm
delta = 89
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00089.ppm
scale_factor = 1.12; image = 00093; x =   95; y =  71; confidence = 0.57; MISS
scale_factor = 1.12; image = 00309; x =  258; y = 295; confidence = 0.53; MISS
scale_factor = 1.12; image = 00309; x =  335; y = 298; confidence = 0.33; MISS
scale_factor = 1.12; image = 00309; x =  467; y = 261; confidence = 0.12; MISS
scale_factor = 1.12; image = 00309; x =  498; y = 247; confidence = 0.42; MISS
scale_factor = 1.12; image = 00309; x =  656; y = 230; confidence = 0.60; MISS
scale_factor = 1.12; image = 00309; x =  707; y = 255; confidence = 0.65; MISS
scale_factor = 1.12; image = 00309; x =  814; y = 249; confidence = 0.06; MISS
scale_factor = 1.12; image = 00309; x =  872; y = 242; confidence = 0.35; MISS
scale_factor = 1.12; image = 00309; x =  983; y = 252; confidence = 0.21; MISS
scale_factor = 1.12; image = 00309; x = 1072; y = 233; confidence = 0.34; MISS
scale_factor = 1.12; image = 00309; x = 1180; y = 266; confidence = 0.02; MISS
scale_factor = 1.12; image = 00309; x = 1225; y = 234; confidence = 0.37; MISS
scale_factor = 1.12; image = 00309; x = 1329; y = 332; confidence = 0.45; MISS
scale_factor = 1.12; image = 00309; x =  107; y = 365; confidence = 0.18; MISS
scale_factor = 1.12; image = 00309; x =  177; y = 362; confidence = 0.26; MISS
scale_factor = 1.12; image = 00309; x =  271; y = 382; confidence = 0.41; MISS
scale_factor = 1.12; image = 00309; x =  356; y = 356; confidence = 0.17; MISS
scale_factor = 1.12; image = 00309; x =  436; y = 386; confidence = 0.19; MISS
scale_factor = 1.12; image = 00309; x =  540; y = 387; confidence = 0.38; MISS
scale_factor = 1.12; image = 00309; x =  648; y = 381; confidence = 0.28; MISS
scale_factor = 1.12; image = 00309; x =  691; y = 378; confidence = 0.47; MISS
scale_factor = 1.12; image = 00309; x =  867; y = 390; confidence = 0.39; MISS
scale_factor = 1.12; image = 00309; x =  906; y = 336; confidence = 0.41; MISS
scale_factor = 1.12; image = 00309; x =  983; y = 369; confidence = 0.32; MISS
scale_factor = 1.12; image = 00309; x = 1072; y = 359; confidence = 0.03; MISS
scale_factor = 1.12; image = 00303; x = 1201; y = 400; confidence = 0.98; HIT ***
scale_factor = 1.12; image = 00303; x = 1201; y = 401; confidence = 0.97; HIT ***
scale_factor = 1.12; image = 00309; x = 1331; y = 331; confidence = 0.46; MISS
scale_factor = 1.12; image = 00309; x =   54; y = 480; confidence = 0.45; MISS
scale_factor = 1.12; image = 00309; x =  188; y = 434; confidence = 0.43; MISS
scale_factor = 1.12; image = 00309; x =  281; y = 479; confidence = 0.16; MISS
scale_factor = 1.12; image = 00309; x =  392; y = 441; confidence = 0.41; MISS
scale_factor = 1.12; image = 00309; x =  445; y = 450; confidence = 0.43; MISS
scale_factor = 1.12; image = 00309; x =  528; y = 449; confidence = 0.18; MISS
scale_factor = 1.12; image = 00309; x =  602; y = 387; confidence = 0.22; MISS
scale_factor = 1.12; image = 00309; x =  690; y = 377; confidence = 0.47; MISS
scale_factor = 1.12; image = 00309; x =  816; y = 446; confidence = 0.27; MISS
scale_factor = 1.12; image = 00309; x =  900; y = 445; confidence = 0.26; MISS
scale_factor = 1.12; image = 00309; x =  957; y = 442; confidence = 0.29; MISS
scale_factor = 1.12; image = 00309; x = 1059; y = 458; confidence = 0.37; MISS
scale_factor = 1.12; image = 00303; x = 1201; y = 399; confidence = 0.96; HIT ***
scale_factor = 1.12; image = 00303; x = 1202; y = 402; confidence = 0.94; HIT ***
scale_factor = 1.12; image = 00309; x = 1333; y = 437; confidence = 0.37; MISS
scale_factor = 1.12; image = 00309; x =   81; y = 514; confidence = 0.03; MISS
scale_factor = 1.12; image = 00309; x =  207; y = 519; confidence = 0.47; MISS
scale_factor = 1.12; image = 00309; x =  205; y = 518; confidence = 0.52; MISS
scale_factor = 1.12; image = 00309; x =  367; y = 534; confidence = 0.32; MISS
scale_factor = 1.12; image = 00309; x =  465; y = 522; confidence = 0.54; MISS
scale_factor = 1.12; image = 00309; x =  463; y = 519; confidence = 0.57; MISS
scale_factor = 1.12; image = 00309; x =  551; y = 505; confidence = 0.41; MISS
scale_factor = 1.12; image = 00309; x =  692; y = 586; confidence = 0.39; MISS
scale_factor = 1.12; image = 00309; x =  825; y = 452; confidence = 0.02; MISS
scale_factor = 1.12; image = 00309; x =  912; y = 528; confidence = 0.30; MISS
scale_factor = 1.12; image = 00309; x =  992; y = 549; confidence = 0.46; MISS
scale_factor = 1.12; image = 00309; x = 1072; y = 533; confidence = 0.27; MISS
scale_factor = 1.12; image = 00309; x = 1176; y = 507; confidence = 0.60; MISS
scale_factor = 1.12; image = 00309; x = 1266; y = 534; confidence = 0.43; MISS
scale_factor = 1.12; image = 00309; x = 1312; y = 517; confidence = 0.52; MISS
scale_factor = 1.12; image = 00309; x =   71; y = 613; confidence = 0.58; MISS
scale_factor = 1.12; image = 00309; x =  174; y = 609; confidence = 0.45; MISS
scale_factor = 1.12; image = 00309; x =  271; y = 582; confidence = 0.40; MISS
scale_factor = 1.12; image = 00309; x =  350; y = 611; confidence = 0.30; MISS
scale_factor = 1.12; image = 00309; x =  434; y = 610; confidence = 0.12; MISS
scale_factor = 1.12; image = 00309; x =  497; y = 552; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  663; y = 587; confidence = 0.10; MISS
scale_factor = 1.12; image = 00309; x =  703; y = 594; confidence = 0.04; MISS
scale_factor = 1.12; image = 00309; x =  800; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  958; y = 621; confidence = 0.47; MISS
scale_factor = 1.12; image = 00309; x =  960; y = 623; confidence = 0.43; MISS
scale_factor = 1.12; image = 00309; x = 1089; y = 601; confidence = 0.27; MISS
scale_factor = 1.12; image = 00309; x = 1191; y = 613; confidence = 0.36; MISS
scale_factor = 1.12; image = 00309; x = 1277; y = 611; confidence = 0.48; MISS
scale_factor = 1.12; image = 00309; x = 1325; y = 638; confidence = 0.45; MISS
scale_factor = 1.12; image = 00309; x =   93; y = 712; confidence = 0.46; MISS
scale_factor = 1.12; image = 00309; x =  185; y = 705; confidence = 0.42; MISS
scale_factor = 1.12; image = 00309; x =  255; y = 668; confidence = 0.11; MISS
scale_factor = 1.12; image = 00309; x =  311; y = 654; confidence = 0.05; MISS
scale_factor = 1.12; image = 00309; x =  438; y = 639; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  800; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x =  889; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00309; x = 1019; y = 731; confidence = 0.03; MISS
scale_factor = 1.12; image = 00309; x = 1056; y = 694; confidence = 0.02; MISS
scale_factor = 1.12; image = 00309; x = 1149; y = 723; confidence = 0.20; MISS
scale_factor = 1.12; image = 00309; x = 1272; y = 677; confidence = 0.52; MISS
scale_factor = 1.12; image = 00309; x = 1302; y = 731; confidence = 0.58; MISS
### Current Image = 00303; Traffic signs searched =   33; Traffic signs found =   33; Best confidence = 0.976929; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00311.ppm
scale_factor = 1.12; image = 00316; x =   59; y = 125; confidence = 0.39; MISS
scale_factor = 1.12; image = 00316; x =  150; y =  56; confidence = 0.18; MISS
scale_factor = 1.12; image = 00316; x =  314; y =  18; confidence = 0.43; MISS
scale_factor = 1.12; image = 00316; x =  352; y =  84; confidence = 0.24; MISS
scale_factor = 1.12; image = 00316; x =  449; y =  94; confidence = 0.49; MISS
scale_factor = 1.12; image = 00316; x =  541; y =  98; confidence = 0.50; MISS
scale_factor = 1.12; image = 00316; x =  646; y =  77; confidence = 0.35; MISS
scale_factor = 1.12; image = 00316; x =  708; y =  68; confidence = 0.06; MISS
scale_factor = 1.12; image = 00316; x =  740; y =  79; confidence = 0.15; MISS
scale_factor = 1.12; image = 00316; x =  883; y = 110; confidence = 0.45; MISS
scale_factor = 1.12; image = 00316; x = 1003; y = 100; confidence = 0.37; MISS
scale_factor = 1.12; image = 00316; x = 1047; y = 130; confidence = 0.38; MISS
scale_factor = 1.12; image = 00316; x = 1177; y = 110; confidence = 0.03; MISS
scale_factor = 1.12; image = 00316; x = 1307; y = 131; confidence = 0.35; MISS
scale_factor = 1.12; image = 00316; x = 1345; y = 123; confidence = 0.22; MISS
scale_factor = 1.12; image = 00316; x =  126; y = 142; confidence = 0.33; MISS
scale_factor = 1.12; image = 00316; x =  221; y = 167; confidence = 0.36; MISS
scale_factor = 1.12; image = 00316; x =  255; y = 176; confidence = 0.32; MISS
scale_factor = 1.12; image = 00316; x =  352; y = 178; confidence = 0.35; MISS
scale_factor = 1.12; image = 00316; x =  463; y = 164; confidence = 0.30; MISS
scale_factor = 1.12; image = 00316; x =  537; y = 178; confidence = 0.50; MISS
scale_factor = 1.12; image = 00316; x =  610; y = 216; confidence = 0.40; MISS
scale_factor = 1.12; image = 00316; x =  732; y = 190; confidence = 0.30; MISS
scale_factor = 1.12; image = 00316; x =  797; y = 169; confidence = 0.27; MISS
scale_factor = 1.12; image = 00316; x =  892; y = 166; confidence = 0.16; MISS
scale_factor = 1.12; image = 00316; x =  999; y = 189; confidence = 0.53; MISS
scale_factor = 1.12; image = 00316; x =  987; y = 196; confidence = 0.56; MISS
scale_factor = 1.12; image = 00316; x = 1159; y = 171; confidence = 0.07; MISS
scale_factor = 1.12; image = 00316; x = 1231; y = 171; confidence = 0.27; MISS
scale_factor = 1.12; image = 00316; x = 1306; y = 129; confidence = 0.51; MISS
scale_factor = 1.12; image = 00316; x =  103; y = 337; confidence = 0.15; MISS
scale_factor = 1.12; image = 00316; x =  175; y = 319; confidence = 0.35; MISS
scale_factor = 1.12; image = 00316; x =  284; y = 261; confidence = 0.24; MISS
scale_factor = 1.12; image = 00316; x =  368; y = 296; confidence = 0.29; MISS
scale_factor = 1.12; image = 00316; x =  466; y = 270; confidence = 0.07; MISS
scale_factor = 1.12; image = 00316; x =  530; y = 271; confidence = 0.36; MISS
scale_factor = 1.12; image = 00316; x =  611; y = 215; confidence = 0.26; MISS
scale_factor = 1.12; image = 00316; x =  722; y = 272; confidence = 0.13; MISS
scale_factor = 1.12; image = 00316; x =  781; y = 231; confidence = 0.47; MISS
scale_factor = 1.12; image = 00316; x =  881; y = 267; confidence = 0.56; MISS
scale_factor = 1.12; image = 00316; x =  991; y = 271; confidence = 0.30; MISS
scale_factor = 1.12; image = 00316; x = 1051; y = 265; confidence = 0.14; MISS
scale_factor = 1.12; image = 00316; x = 1202; y = 234; confidence = 0.22; MISS
scale_factor = 1.12; image = 00316; x = 1235; y = 277; confidence = 0.41; MISS
scale_factor = 1.12; image = 00316; x = 1258; y = 274; confidence = 0.34; MISS
scale_factor = 1.12; image = 00316; x =  107; y = 348; confidence = 0.04; MISS
scale_factor = 1.12; image = 00316; x =  168; y = 361; confidence = 0.29; MISS
scale_factor = 1.12; image = 00316; x =  248; y = 354; confidence = 0.29; MISS
scale_factor = 1.12; image = 00316; x =  363; y = 362; confidence = 0.36; MISS
scale_factor = 1.12; image = 00316; x =  443; y = 340; confidence = 0.14; MISS
scale_factor = 1.12; image = 00316; x =  537; y = 337; confidence = 0.41; MISS
scale_factor = 1.12; image = 00311; x =  626; y = 365; confidence = 0.75; HIT ***
scale_factor = 1.12; image = 00311; x =  639; y = 362; confidence = 0.80; HIT ***
scale_factor = 1.12; image = 00316; x =  805; y = 307; confidence = 0.11; MISS
scale_factor = 1.12; image = 00316; x =  880; y = 349; confidence = 0.18; MISS
scale_factor = 1.12; image = 00316; x =  971; y = 374; confidence = 0.29; MISS
scale_factor = 1.12; image = 00316; x = 1039; y = 381; confidence = 0.22; MISS
scale_factor = 1.12; image = 00316; x = 1140; y = 353; confidence = 0.28; MISS
scale_factor = 1.12; image = 00311; x = 1305; y = 389; confidence = 0.92; HIT ***
scale_factor = 1.12; image = 00311; x = 1321; y = 387; confidence = 0.87; HIT ***
scale_factor = 1.12; image = 00316; x =   85; y = 443; confidence = 0.24; MISS
scale_factor = 1.12; image = 00316; x =  201; y = 442; confidence = 0.44; MISS
scale_factor = 1.12; image = 00316; x =  280; y = 433; confidence = 0.29; MISS
scale_factor = 1.12; image = 00316; x =  394; y = 382; confidence = 0.12; MISS
scale_factor = 1.12; image = 00316; x =  417; y = 385; confidence = 0.33; MISS
scale_factor = 1.12; image = 00316; x =  533; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00311; x =  632; y = 368; confidence = 0.74; HIT ***
scale_factor = 1.12; image = 00316; x =  732; y = 385; confidence = 0.06; MISS
scale_factor = 1.12; image = 00316; x =  821; y = 386; confidence = 0.24; MISS
scale_factor = 1.12; image = 00316; x =  945; y = 393; confidence = 0.11; MISS
scale_factor = 1.12; image = 00316; x =  999; y = 393; confidence = 0.12; MISS
scale_factor = 1.12; image = 00316; x = 1070; y = 451; confidence = 0.13; MISS
scale_factor = 1.12; image = 00316; x = 1154; y = 445; confidence = 0.26; MISS
scale_factor = 1.12; image = 00311; x = 1303; y = 395; confidence = 0.88; HIT ***
scale_factor = 1.12; image = 00311; x = 1319; y = 385; confidence = 0.85; HIT ***
scale_factor = 1.12; image = 00316; x =  143; y = 565; confidence = 0.53; MISS
scale_factor = 1.12; image = 00316; x =  147; y = 568; confidence = 0.57; MISS
scale_factor = 1.12; image = 00316; x =  197; y = 490; confidence = 0.43; MISS
scale_factor = 1.12; image = 00316; x =  334; y = 602; confidence = 0.22; MISS
scale_factor = 1.12; image = 00316; x =  491; y = 604; confidence = 0.00; MISS
scale_factor = 1.12; image = 00316; x =  489; y = 604; confidence = 0.13; MISS
scale_factor = 1.12; image = 00316; x =  603; y = 618; confidence = 0.00; MISS
scale_factor = 1.12; image = 00316; x =  697; y = 561; confidence = 0.00; MISS
scale_factor = 1.12; image = 00316; x =  872; y = 556; confidence = 0.00; MISS
scale_factor = 1.12; image = 00316; x =  949; y = 555; confidence = 0.21; MISS
scale_factor = 1.12; image = 00316; x =  991; y = 573; confidence = 0.25; MISS
scale_factor = 1.12; image = 00316; x = 1099; y = 463; confidence = 0.19; MISS
scale_factor = 1.12; image = 00316; x = 1176; y = 534; confidence = 0.27; MISS
scale_factor = 1.12; image = 00316; x = 1252; y = 541; confidence = 0.24; MISS
scale_factor = 1.12; image = 00316; x = 1330; y = 528; confidence = 0.12; MISS
scale_factor = 1.12; image = 00316; x =   89; y = 620; confidence = 0.21; MISS
scale_factor = 1.12; image = 00316; x =  146; y = 568; confidence = 0.55; MISS
scale_factor = 1.12; image = 00316; x =  261; y = 626; confidence = 0.00; MISS
scale_factor = 1.12; image = 00316; x =  400; y = 670; confidence = 0.16; MISS
scale_factor = 1.12; image = 00316; x =  445; y = 623; confidence = 0.20; MISS
scale_factor = 1.12; image = 00316; x =  554; y = 630; confidence = 0.30; MISS
scale_factor = 1.12; image = 00316; x =  594; y = 658; confidence = 0.42; MISS
scale_factor = 1.12; image = 00316; x =  728; y = 643; confidence = 0.51; MISS
scale_factor = 1.12; image = 00316; x =  796; y = 640; confidence = 0.12; MISS
scale_factor = 1.12; image = 00316; x =  867; y = 696; confidence = 0.16; MISS
scale_factor = 1.12; image = 00316; x =  940; y = 556; confidence = 0.16; MISS
scale_factor = 1.12; image = 00316; x = 1049; y = 631; confidence = 0.01; MISS
scale_factor = 1.12; image = 00316; x = 1154; y = 648; confidence = 0.28; MISS
scale_factor = 1.12; image = 00316; x = 1199; y = 679; confidence = 0.33; MISS
scale_factor = 1.12; image = 00316; x = 1331; y = 579; confidence = 0.40; MISS
scale_factor = 1.12; image = 00316; x =   71; y = 731; confidence = 0.05; MISS
scale_factor = 1.12; image = 00316; x =  222; y = 711; confidence = 0.39; MISS
scale_factor = 1.12; image = 00316; x =  222; y = 712; confidence = 0.51; MISS
scale_factor = 1.12; image = 00316; x =  361; y = 700; confidence = 0.17; MISS
scale_factor = 1.12; image = 00316; x =  439; y = 663; confidence = 0.13; MISS
scale_factor = 1.12; image = 00316; x =  518; y = 674; confidence = 0.09; MISS
scale_factor = 1.12; image = 00316; x =  594; y = 651; confidence = 0.13; MISS
scale_factor = 1.12; image = 00316; x =  729; y = 643; confidence = 0.52; MISS
scale_factor = 1.12; image = 00316; x =  765; y = 652; confidence = 0.20; MISS
scale_factor = 1.12; image = 00316; x =  890; y = 712; confidence = 0.18; MISS
scale_factor = 1.12; image = 00316; x =  935; y = 703; confidence = 0.19; MISS
scale_factor = 1.12; image = 00316; x = 1146; y = 692; confidence = 0.03; MISS
scale_factor = 1.12; image = 00316; x = 1160; y = 715; confidence = 0.02; MISS
scale_factor = 1.12; image = 00316; x = 1215; y = 689; confidence = 0.32; MISS
scale_factor = 1.12; image = 00316; x = 1294; y = 782; confidence = 0.35; MISS
### Current Image = 00311; Traffic signs searched =   34; Traffic signs found =   34; Best confidence = 0.801730; Percentage found = 100.00; HIT
### Current Image = 00311; Traffic signs searched =   35; Traffic signs found =   35; Best confidence = 0.919250; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00314.ppm
scale_factor = 1.12; image = 00318; x =   84; y =  89; confidence = 0.01; MISS
scale_factor = 1.12; image = 00318; x =  200; y =  59; confidence = 0.32; MISS
scale_factor = 1.12; image = 00318; x =  271; y =  98; confidence = 0.34; MISS
scale_factor = 1.12; image = 00318; x =  416; y =  49; confidence = 0.64; MISS
scale_factor = 1.12; image = 00318; x =  448; y =  72; confidence = 0.55; MISS
scale_factor = 1.12; image = 00318; x =  545; y =  91; confidence = 0.13; MISS
scale_factor = 1.12; image = 00318; x =  595; y =  76; confidence = 0.28; MISS
scale_factor = 1.12; image = 00318; x =  715; y =  92; confidence = 0.01; MISS
scale_factor = 1.12; image = 00318; x =  806; y = 118; confidence = 0.01; MISS
scale_factor = 1.12; image = 00318; x =  896; y =  89; confidence = 0.05; MISS
scale_factor = 1.12; image = 00318; x =  985; y =  89; confidence = 0.27; MISS
scale_factor = 1.12; image = 00318; x = 1075; y =  84; confidence = 0.24; MISS
scale_factor = 1.12; image = 00318; x = 1157; y =  90; confidence = 0.37; MISS
scale_factor = 1.12; image = 00318; x = 1248; y =  98; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x = 1329; y =  82; confidence = 0.01; MISS
scale_factor = 1.12; image = 00318; x =   94; y = 178; confidence = 0.22; MISS
scale_factor = 1.12; image = 00318; x =  166; y = 188; confidence = 0.29; MISS
scale_factor = 1.12; image = 00318; x =  260; y = 178; confidence = 0.29; MISS
scale_factor = 1.12; image = 00318; x =  334; y = 182; confidence = 0.33; MISS
scale_factor = 1.12; image = 00318; x =  452; y = 174; confidence = 0.11; MISS
scale_factor = 1.12; image = 00318; x =  515; y = 119; confidence = 0.34; MISS
scale_factor = 1.12; image = 00318; x =  664; y = 180; confidence = 0.29; MISS
scale_factor = 1.12; image = 00318; x =  683; y = 165; confidence = 0.04; MISS
scale_factor = 1.12; image = 00318; x =  795; y = 166; confidence = 0.02; MISS
scale_factor = 1.12; image = 00318; x =  832; y = 158; confidence = 0.19; MISS
scale_factor = 1.12; image = 00318; x =  946; y = 193; confidence = 0.37; MISS
scale_factor = 1.12; image = 00318; x = 1058; y = 184; confidence = 0.01; MISS
scale_factor = 1.12; image = 00318; x = 1195; y = 134; confidence = 0.05; MISS
scale_factor = 1.12; image = 00318; x = 1260; y = 178; confidence = 0.07; MISS
scale_factor = 1.12; image = 00318; x = 1319; y = 164; confidence = 0.06; MISS
scale_factor = 1.12; image = 00318; x =  135; y = 266; confidence = 0.49; MISS
scale_factor = 1.12; image = 00318; x =  174; y = 271; confidence = 0.11; MISS
scale_factor = 1.12; image = 00318; x =  270; y = 271; confidence = 0.20; MISS
scale_factor = 1.12; image = 00314; x =  409; y = 328; confidence = 0.95; HIT ***
scale_factor = 1.12; image = 00314; x =  417; y = 333; confidence = 0.99; HIT ***
scale_factor = 1.12; image = 00318; x =  541; y = 273; confidence = 0.24; MISS
scale_factor = 1.12; image = 00318; x =  615; y = 231; confidence = 0.41; MISS
scale_factor = 1.12; image = 00318; x =  726; y = 250; confidence = 0.59; MISS
scale_factor = 1.12; image = 00318; x =  727; y = 252; confidence = 0.58; MISS
scale_factor = 1.12; image = 00318; x =  862; y = 270; confidence = 0.22; MISS
scale_factor = 1.12; image = 00318; x = 1007; y = 324; confidence = 0.02; MISS
scale_factor = 1.12; image = 00318; x = 1104; y = 289; confidence = 0.38; MISS
scale_factor = 1.12; image = 00318; x = 1175; y = 271; confidence = 0.13; MISS
scale_factor = 1.12; image = 00318; x = 1223; y = 281; confidence = 0.33; MISS
scale_factor = 1.12; image = 00318; x = 1334; y = 272; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =   99; y = 381; confidence = 0.42; MISS
scale_factor = 1.12; image = 00318; x =   98; y = 377; confidence = 0.33; MISS
scale_factor = 1.12; image = 00318; x =  270; y = 359; confidence = 0.01; MISS
scale_factor = 1.12; image = 00314; x =  408; y = 330; confidence = 0.97; HIT ***
scale_factor = 1.12; image = 00314; x =  418; y = 332; confidence = 0.99; HIT ***
scale_factor = 1.12; image = 00318; x =  453; y = 356; confidence = 0.37; MISS
scale_factor = 1.12; image = 00318; x =  618; y = 299; confidence = 0.08; MISS
scale_factor = 1.12; image = 00318; x =  660; y = 289; confidence = 0.34; MISS
scale_factor = 1.12; image = 00318; x =  792; y = 323; confidence = 0.02; MISS
scale_factor = 1.12; image = 00318; x =  889; y = 337; confidence = 0.23; MISS
scale_factor = 1.12; image = 00318; x = 1007; y = 382; confidence = 0.17; MISS
scale_factor = 1.12; image = 00318; x = 1096; y = 356; confidence = 0.39; MISS
scale_factor = 1.12; image = 00314; x = 1223; y = 379; confidence = 0.93; HIT ***
scale_factor = 1.12; image = 00314; x = 1224; y = 377; confidence = 0.88; HIT ***
scale_factor = 1.12; image = 00318; x = 1322; y = 357; confidence = 0.05; MISS
scale_factor = 1.12; image = 00318; x =   77; y = 444; confidence = 0.28; MISS
scale_factor = 1.12; image = 00318; x =  178; y = 445; confidence = 0.23; MISS
scale_factor = 1.12; image = 00318; x =  267; y = 445; confidence = 0.40; MISS
scale_factor = 1.12; image = 00318; x =  275; y = 445; confidence = 0.18; MISS
scale_factor = 1.12; image = 00318; x =  408; y = 374; confidence = 0.16; MISS
scale_factor = 1.12; image = 00318; x =  553; y = 369; confidence = 0.01; MISS
scale_factor = 1.12; image = 00318; x =  593; y = 389; confidence = 0.13; MISS
scale_factor = 1.12; image = 00318; x =  703; y = 384; confidence = 0.10; MISS
scale_factor = 1.12; image = 00318; x =  797; y = 379; confidence = 0.09; MISS
scale_factor = 1.12; image = 00318; x =  953; y = 399; confidence = 0.26; MISS
scale_factor = 1.12; image = 00318; x =  980; y = 440; confidence = 0.28; MISS
scale_factor = 1.12; image = 00318; x = 1068; y = 445; confidence = 0.17; MISS
scale_factor = 1.12; image = 00318; x = 1133; y = 424; confidence = 0.47; MISS
scale_factor = 1.12; image = 00314; x = 1234; y = 382; confidence = 0.96; HIT ***
scale_factor = 1.12; image = 00318; x = 1301; y = 457; confidence = 0.57; MISS
scale_factor = 1.12; image = 00318; x =  116; y = 613; confidence = 0.80; MISS
scale_factor = 1.12; image = 00318; x =  115; y = 592; confidence = 0.60; MISS
scale_factor = 1.12; image = 00318; x =  276; y = 457; confidence = 0.33; MISS
scale_factor = 1.12; image = 00318; x =  314; y = 481; confidence = 0.20; MISS
scale_factor = 1.12; image = 00318; x =  444; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  711; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  800; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  889; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x = 1024; y = 501; confidence = 0.17; MISS
scale_factor = 1.12; image = 00318; x = 1056; y = 536; confidence = 0.28; MISS
scale_factor = 1.12; image = 00318; x = 1120; y = 513; confidence = 0.27; MISS
scale_factor = 1.12; image = 00318; x = 1266; y = 514; confidence = 0.44; MISS
scale_factor = 1.12; image = 00318; x = 1339; y = 519; confidence = 0.08; MISS
scale_factor = 1.12; image = 00318; x =   92; y = 624; confidence = 0.09; MISS
scale_factor = 1.12; image = 00318; x =  155; y = 629; confidence = 0.77; MISS
scale_factor = 1.12; image = 00318; x =  185; y = 657; confidence = 0.70; MISS
scale_factor = 1.12; image = 00318; x =  355; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  444; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  800; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  889; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  978; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x = 1079; y = 569; confidence = 0.06; MISS
scale_factor = 1.12; image = 00318; x = 1185; y = 597; confidence = 0.04; MISS
scale_factor = 1.12; image = 00318; x = 1250; y = 620; confidence = 0.17; MISS
scale_factor = 1.12; image = 00318; x = 1334; y = 595; confidence = 0.33; MISS
scale_factor = 1.12; image = 00318; x =   77; y = 696; confidence = 0.59; MISS
scale_factor = 1.12; image = 00318; x =  186; y = 660; confidence = 0.60; MISS
scale_factor = 1.12; image = 00318; x =  266; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  355; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  444; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  533; y = 624; confidence = 0.00; MISS
