# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 24
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00023.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00094.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00113.ppm
delta = 140
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00114.ppm
scale_factor = 0.50; image = 00121; x =   97; y = 271; confidence = 0.74; MISS
scale_factor = 0.50; image = 00390; x =  611; y = 189; confidence = 0.43; MISS
scale_factor = 0.50; image = 00390; x =  603; y = 185; confidence = 0.56; MISS
scale_factor = 0.50; image = 00390; x =  781; y = 159; confidence = 0.55; MISS
scale_factor = 0.50; image = 00390; x = 1059; y = 205; confidence = 0.29; MISS
scale_factor = 0.50; image = 00384; x = 1239; y = 287; confidence = 0.94; HIT ***
scale_factor = 0.50; image = 00384; x = 1241; y = 289; confidence = 0.91; HIT ***
scale_factor = 0.50; image = 00390; x =  109; y = 375; confidence = 0.42; MISS
scale_factor = 0.50; image = 00390; x =  317; y = 435; confidence = 0.00; MISS
scale_factor = 0.50; image = 00390; x =  341; y = 493; confidence = 0.08; MISS
scale_factor = 0.50; image = 00390; x =  627; y = 427; confidence = 0.09; MISS
scale_factor = 0.50; image = 00390; x =  627; y = 427; confidence = 0.09; MISS
scale_factor = 0.50; image = 00390; x =  781; y = 471; confidence = 0.03; MISS
scale_factor = 0.50; image = 00390; x =  971; y = 373; confidence = 0.31; MISS
scale_factor = 0.50; image = 00384; x = 1241; y = 283; confidence = 0.95; HIT ***
scale_factor = 0.50; image = 00384; x = 1233; y = 277; confidence = 0.97; HIT ***
scale_factor = 0.50; image = 00390; x =  123; y = 497; confidence = 0.33; MISS
scale_factor = 0.50; image = 00390; x =  273; y = 587; confidence = 0.08; MISS
scale_factor = 0.50; image = 00390; x =  533; y = 491; confidence = 0.40; MISS
scale_factor = 0.50; image = 00390; x =  513; y = 617; confidence = 0.22; MISS
scale_factor = 0.50; image = 00390; x =  695; y = 541; confidence = 0.04; MISS
scale_factor = 0.50; image = 00390; x =  919; y = 721; confidence = 0.03; MISS
scale_factor = 0.50; image = 00390; x = 1073; y = 537; confidence = 0.00; MISS
scale_factor = 0.50; image = 00390; x = 1175; y = 547; confidence = 0.61; MISS
scale_factor = 0.50; image = 00390; x = 1263; y = 567; confidence = 0.47; MISS
scale_factor = 0.50; image = 00390; x =  137; y = 713; confidence = 0.37; MISS
scale_factor = 0.50; image = 00390; x =  351; y = 753; confidence = 0.10; MISS
scale_factor = 0.50; image = 00390; x =  441; y = 785; confidence = 0.43; MISS
scale_factor = 0.50; image = 00390; x =  597; y = 727; confidence = 0.03; MISS
scale_factor = 0.50; image = 00390; x =  687; y = 699; confidence = 0.03; MISS
scale_factor = 0.50; image = 00390; x =  915; y = 717; confidence = 0.05; MISS
scale_factor = 0.50; image = 00390; x =  917; y = 719; confidence = 0.07; MISS
scale_factor = 0.50; image = 00390; x = 1177; y = 555; confidence = 0.52; MISS
scale_factor = 0.50; image = 00390; x = 1291; y = 683; confidence = 0.70; MISS
### Current Image = 00384; Traffic signs searched =   15; Traffic signs found =   14; Best confidence = 0.000000; Percentage found = 93.33; MISS
### Current Image = 00384; Traffic signs searched =   16; Traffic signs found =   15; Best confidence = 0.984859; Percentage found = 93.75; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00392.ppm
scale_factor = 0.50; image = 00398; x =  113; y = 129; confidence = 0.43; MISS
scale_factor = 0.50; image = 00398; x =  287; y = 107; confidence = 0.31; MISS
scale_factor = 0.50; image = 00398; x =  455; y = 169; confidence = 0.40; MISS
scale_factor = 0.50; image = 00398; x =  591; y = 139; confidence = 0.64; MISS
scale_factor = 0.50; image = 00398; x =  589; y = 137; confidence = 0.64; MISS
scale_factor = 0.50; image = 00398; x =  887; y = 173; confidence = 0.63; MISS
scale_factor = 0.50; image = 00398; x = 1065; y = 209; confidence = 0.70; MISS
scale_factor = 0.50; image = 00398; x = 1115; y = 139; confidence = 0.22; MISS
scale_factor = 0.50; image = 00398; x = 1217; y = 139; confidence = 0.26; MISS
scale_factor = 0.50; image = 00398; x =  147; y = 275; confidence = 0.49; MISS
scale_factor = 0.50; image = 00392; x =  399; y = 313; confidence = 0.85; HIT ***
scale_factor = 0.50; image = 00392; x =  401; y = 313; confidence = 0.83; HIT ***
scale_factor = 0.50; image = 00392; x =  383; y = 321; confidence = 0.82; HIT ***
scale_factor = 0.50; image = 00398; x =  601; y = 127; confidence = 0.66; MISS
scale_factor = 0.50; image = 00398; x =  887; y = 173; confidence = 0.64; MISS
scale_factor = 0.50; image = 00398; x = 1061; y = 209; confidence = 0.69; MISS
scale_factor = 0.50; image = 00398; x = 1059; y = 209; confidence = 0.71; MISS
scale_factor = 0.50; image = 00398; x = 1265; y = 285; confidence = 0.23; MISS
scale_factor = 0.50; image = 00398; x =  163; y = 353; confidence = 0.60; MISS
scale_factor = 0.50; image = 00392; x =  397; y = 317; confidence = 0.90; HIT ***
scale_factor = 0.50; image = 00392; x =  395; y = 311; confidence = 0.83; HIT ***
scale_factor = 0.50; image = 00398; x =  497; y = 451; confidence = 0.53; MISS
scale_factor = 0.50; image = 00398; x =  761; y = 485; confidence = 0.85; MISS
scale_factor = 0.50; image = 00398; x =  757; y = 489; confidence = 0.89; MISS
scale_factor = 0.50; image = 00398; x =  861; y = 537; confidence = 0.57; MISS
scale_factor = 0.50; image = 00398; x = 1107; y = 457; confidence = 0.22; MISS
scale_factor = 0.50; image = 00398; x = 1253; y = 405; confidence = 0.17; MISS
scale_factor = 0.50; image = 00398; x =  123; y = 579; confidence = 0.61; MISS
scale_factor = 0.50; image = 00398; x =  269; y = 565; confidence = 0.36; MISS
scale_factor = 0.50; image = 00398; x =  495; y = 447; confidence = 0.56; MISS
scale_factor = 0.50; image = 00398; x =  729; y = 475; confidence = 0.81; MISS
scale_factor = 0.50; image = 00398; x =  757; y = 483; confidence = 0.86; MISS
scale_factor = 0.50; image = 00398; x =  827; y = 511; confidence = 0.58; MISS
scale_factor = 0.50; image = 00398; x =  897; y = 583; confidence = 0.74; MISS
scale_factor = 0.50; image = 00398; x = 1185; y = 559; confidence = 0.31; MISS
scale_factor = 0.50; image = 00398; x = 1273; y = 557; confidence = 0.43; MISS
scale_factor = 0.50; image = 00398; x =  175; y = 735; confidence = 0.70; MISS
scale_factor = 0.50; image = 00398; x =  179; y = 737; confidence = 0.71; MISS
scale_factor = 0.50; image = 00398; x =  259; y = 659; confidence = 0.42; MISS
scale_factor = 0.50; image = 00398; x =  645; y = 777; confidence = 0.37; MISS
scale_factor = 0.50; image = 00398; x =  683; y = 717; confidence = 0.24; MISS
scale_factor = 0.50; image = 00398; x =  923; y = 597; confidence = 0.65; MISS
scale_factor = 0.50; image = 00398; x =  987; y = 691; confidence = 0.37; MISS
scale_factor = 0.50; image = 00398; x = 1095; y = 685; confidence = 0.31; MISS
scale_factor = 0.50; image = 00398; x = 1287; y = 571; confidence = 0.45; MISS
### Current Image = 00392; Traffic signs searched =   17; Traffic signs found =   16; Best confidence = 0.896179; Percentage found = 94.12; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00404.ppm
scale_factor = 0.50; image = 00408; x =  127; y = 137; confidence = 0.44; MISS
scale_factor = 0.50; image = 00408; x =  293; y =  37; confidence = 0.66; MISS
scale_factor = 0.50; image = 00408; x =  429; y = 137; confidence = 0.44; MISS
scale_factor = 0.50; image = 00408; x =  429; y = 135; confidence = 0.52; MISS
scale_factor = 0.50; image = 00408; x =  679; y = 205; confidence = 0.34; MISS
scale_factor = 0.50; image = 00408; x =  943; y = 163; confidence = 0.52; MISS
scale_factor = 0.50; image = 00408; x =  975; y = 179; confidence = 0.43; MISS
scale_factor = 0.50; image = 00408; x = 1163; y = 139; confidence = 0.26; MISS
scale_factor = 0.50; image = 00408; x = 1279; y = 213; confidence = 0.57; MISS
scale_factor = 0.50; image = 00408; x =  109; y = 295; confidence = 0.41; MISS
scale_factor = 0.50; image = 00408; x =  231; y = 373; confidence = 0.66; MISS
scale_factor = 0.50; image = 00404; x =  367; y = 355; confidence = 0.59; HIT ***
scale_factor = 0.50; image = 00408; x =  629; y = 209; confidence = 0.37; MISS
scale_factor = 0.50; image = 00408; x =  679; y = 201; confidence = 0.44; MISS
scale_factor = 0.50; image = 00408; x =  947; y = 159; confidence = 0.51; MISS
scale_factor = 0.50; image = 00408; x = 1045; y = 241; confidence = 0.53; MISS
scale_factor = 0.50; image = 00408; x = 1083; y = 321; confidence = 0.46; MISS
scale_factor = 0.50; image = 00404; x = 1291; y = 349; confidence = 0.65; HIT ***
scale_factor = 0.50; image = 00408; x =  233; y = 373; confidence = 0.67; MISS
scale_factor = 0.50; image = 00408; x =  273; y = 373; confidence = 0.51; MISS
scale_factor = 0.50; image = 00404; x =  367; y = 353; confidence = 0.60; HIT ***
scale_factor = 0.50; image = 00408; x =  459; y = 403; confidence = 0.32; MISS
scale_factor = 0.50; image = 00408; x =  547; y = 333; confidence = 0.07; MISS
scale_factor = 0.50; image = 00408; x =  821; y = 291; confidence = 0.01; MISS
scale_factor = 0.50; image = 00408; x = 1081; y = 323; confidence = 0.43; MISS
scale_factor = 0.50; image = 00408; x = 1153; y = 457; confidence = 0.62; MISS
scale_factor = 0.50; image = 00408; x = 1305; y = 387; confidence = 0.64; MISS
scale_factor = 0.50; image = 00408; x =  129; y = 553; confidence = 0.37; MISS
scale_factor = 0.50; image = 00408; x =  227; y = 493; confidence = 0.49; MISS
scale_factor = 0.50; image = 00408; x =  347; y = 663; confidence = 0.39; MISS
scale_factor = 0.50; image = 00408; x =  649; y = 671; confidence = 0.45; MISS
scale_factor = 0.50; image = 00408; x =  739; y = 677; confidence = 0.60; MISS
scale_factor = 0.50; image = 00408; x =  709; y = 671; confidence = 0.61; MISS
scale_factor = 0.50; image = 00408; x = 1045; y = 531; confidence = 0.61; MISS
scale_factor = 0.50; image = 00408; x = 1149; y = 643; confidence = 0.61; MISS
scale_factor = 0.50; image = 00408; x = 1257; y = 517; confidence = 0.56; MISS
scale_factor = 0.50; image = 00408; x =  187; y = 653; confidence = 0.36; MISS
scale_factor = 0.50; image = 00408; x =  267; y = 713; confidence = 0.03; MISS
scale_factor = 0.50; image = 00408; x =  347; y = 663; confidence = 0.40; MISS
scale_factor = 0.50; image = 00408; x =  603; y = 705; confidence = 0.18; MISS
scale_factor = 0.50; image = 00408; x =  743; y = 677; confidence = 0.59; MISS
scale_factor = 0.50; image = 00408; x =  745; y = 675; confidence = 0.59; MISS
scale_factor = 0.50; image = 00408; x = 1079; y = 645; confidence = 0.61; MISS
scale_factor = 0.50; image = 00408; x = 1079; y = 643; confidence = 0.63; MISS
scale_factor = 0.50; image = 00408; x = 1149; y = 643; confidence = 0.61; MISS
### Current Image = 00404; Traffic signs searched =   18; Traffic signs found =   17; Best confidence = 0.603461; Percentage found = 94.44; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00475.ppm
scale_factor = 0.50; image = 00482; x =  149; y = 139; confidence = 0.50; MISS
scale_factor = 0.50; image = 00482; x =  261; y = 149; confidence = 0.40; MISS
scale_factor = 0.50; image = 00482; x =  457; y = 121; confidence = 0.20; MISS
scale_factor = 0.50; image = 00482; x =  569; y = 143; confidence = 0.28; MISS
scale_factor = 0.50; image = 00482; x =  643; y = 175; confidence = 0.45; MISS
scale_factor = 0.50; image = 00482; x =  949; y = 139; confidence = 0.60; MISS
scale_factor = 0.50; image = 00482; x =  953; y = 139; confidence = 0.60; MISS
scale_factor = 0.50; image = 00482; x = 1073; y = 181; confidence = 0.74; MISS
scale_factor = 0.50; image = 00475; x = 1289; y = 285; confidence = 0.94; HIT ***
scale_factor = 0.50; image = 00482; x =  191; y = 297; confidence = 0.20; MISS
scale_factor = 0.50; image = 00482; x =  331; y = 179; confidence = 0.16; MISS
scale_factor = 0.50; image = 00482; x =  381; y = 373; confidence = 0.41; MISS
scale_factor = 0.50; image = 00482; x =  575; y = 187; confidence = 0.57; MISS
scale_factor = 0.50; image = 00482; x =  675; y = 411; confidence = 0.13; MISS
scale_factor = 0.50; image = 00482; x =  873; y = 393; confidence = 0.14; MISS
scale_factor = 0.50; image = 00482; x =  947; y = 201; confidence = 0.44; MISS
scale_factor = 0.50; image = 00475; x = 1263; y = 287; confidence = 0.98; HIT ***
scale_factor = 0.50; image = 00475; x = 1259; y = 283; confidence = 0.96; HIT ***
scale_factor = 0.50; image = 00482; x =  223; y = 559; confidence = 0.18; MISS
scale_factor = 0.50; image = 00482; x =  267; y = 411; confidence = 0.17; MISS
scale_factor = 0.50; image = 00482; x =  373; y = 369; confidence = 0.33; MISS
scale_factor = 0.50; image = 00482; x =  519; y = 391; confidence = 0.64; MISS
scale_factor = 0.50; image = 00482; x =  681; y = 403; confidence = 0.17; MISS
scale_factor = 0.50; image = 00482; x =  843; y = 423; confidence = 0.05; MISS
scale_factor = 0.50; image = 00482; x =  967; y = 425; confidence = 0.06; MISS
scale_factor = 0.50; image = 00475; x = 1263; y = 315; confidence = 0.94; HIT ***
scale_factor = 0.50; image = 00475; x = 1247; y = 299; confidence = 0.92; HIT ***
scale_factor = 0.50; image = 00482; x =   97; y = 571; confidence = 0.12; MISS
scale_factor = 0.50; image = 00482; x =  305; y = 623; confidence = 0.17; MISS
scale_factor = 0.50; image = 00482; x =  399; y = 563; confidence = 0.33; MISS
scale_factor = 0.50; image = 00482; x =  553; y = 627; confidence = 0.64; MISS
scale_factor = 0.50; image = 00482; x =  713; y = 623; confidence = 0.03; MISS
scale_factor = 0.50; image = 00482; x =  839; y = 559; confidence = 0.06; MISS
scale_factor = 0.50; image = 00482; x = 1057; y = 509; confidence = 0.37; MISS
scale_factor = 0.50; image = 00482; x = 1179; y = 569; confidence = 0.13; MISS
scale_factor = 0.50; image = 00482; x = 1179; y = 569; confidence = 0.12; MISS
scale_factor = 0.50; image = 00482; x =  139; y = 699; confidence = 0.42; MISS
scale_factor = 0.50; image = 00482; x =  273; y = 699; confidence = 0.22; MISS
scale_factor = 0.50; image = 00482; x =  397; y = 719; confidence = 0.30; MISS
scale_factor = 0.50; image = 00482; x =  495; y = 713; confidence = 0.47; MISS
scale_factor = 0.50; image = 00482; x =  731; y = 651; confidence = 0.24; MISS
scale_factor = 0.50; image = 00482; x =  865; y = 697; confidence = 0.47; MISS
scale_factor = 0.50; image = 00482; x =  977; y = 689; confidence = 0.09; MISS
scale_factor = 0.50; image = 00482; x = 1179; y = 781; confidence = 0.57; MISS
scale_factor = 0.50; image = 00482; x = 1291; y = 691; confidence = 0.49; MISS
### Current Image = 00475; Traffic signs searched =   19; Traffic signs found =   18; Best confidence = 0.982696; Percentage found = 94.74; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00485.ppm
scale_factor = 0.50; image = 00494; x =   67; y = 137; confidence = 0.57; MISS
scale_factor = 0.50; image = 00494; x =  305; y = 149; confidence = 0.54; MISS
scale_factor = 0.50; image = 00494; x =  343; y = 155; confidence = 0.60; MISS
scale_factor = 0.50; image = 00494; x =  509; y = 177; confidence = 0.48; MISS
scale_factor = 0.50; image = 00494; x =  643; y = 151; confidence = 0.48; MISS
scale_factor = 0.50; image = 00494; x =  883; y = 171; confidence = 0.61; MISS
scale_factor = 0.50; image = 00494; x =  979; y = 139; confidence = 0.28; MISS
scale_factor = 0.50; image = 00494; x = 1117; y = 153; confidence = 0.44; MISS
scale_factor = 0.50; image = 00494; x = 1301; y =  91; confidence = 0.66; MISS
scale_factor = 0.50; image = 00485; x =  245; y = 383; confidence = 0.97; HIT ***
scale_factor = 0.50; image = 00485; x =  249; y = 379; confidence = 0.94; HIT ***
scale_factor = 0.50; image = 00485; x =  253; y = 367; confidence = 0.87; HIT ***
scale_factor = 0.50; image = 00494; x =  503; y = 173; confidence = 0.39; MISS
scale_factor = 0.50; image = 00494; x =  637; y = 149; confidence = 0.44; MISS
scale_factor = 0.50; image = 00494; x =  885; y = 177; confidence = 0.66; MISS
scale_factor = 0.50; image = 00494; x =  993; y = 285; confidence = 0.37; MISS
scale_factor = 0.50; image = 00494; x = 1109; y = 279; confidence = 0.05; MISS
scale_factor = 0.50; image = 00494; x = 1211; y = 105; confidence = 0.71; MISS
scale_factor = 0.50; image = 00485; x =  241; y = 381; confidence = 0.99; HIT ***
scale_factor = 0.50; image = 00485; x =  245; y = 389; confidence = 0.93; HIT ***
scale_factor = 0.50; image = 00485; x =  243; y = 381; confidence = 0.99; HIT ***
scale_factor = 0.50; image = 00494; x =  715; y = 499; confidence = 0.41; MISS
scale_factor = 0.50; image = 00494; x =  713; y = 503; confidence = 0.36; MISS
scale_factor = 0.50; image = 00494; x =  817; y = 435; confidence = 0.38; MISS
scale_factor = 0.50; image = 00494; x = 1001; y = 445; confidence = 0.26; MISS
scale_factor = 0.50; image = 00494; x = 1131; y = 427; confidence = 0.29; MISS
scale_factor = 0.50; image = 00494; x = 1293; y = 503; confidence = 0.17; MISS
scale_factor = 0.50; image = 00485; x =  241; y = 395; confidence = 0.88; HIT ***
scale_factor = 0.50; image = 00485; x =  239; y = 389; confidence = 0.94; HIT ***
scale_factor = 0.50; image = 00494; x =  391; y = 629; confidence = 0.55; MISS
scale_factor = 0.50; image = 00494; x =  395; y = 637; confidence = 0.52; MISS
scale_factor = 0.50; image = 00494; x =  713; y = 499; confidence = 0.43; MISS
scale_factor = 0.50; image = 00494; x =  859; y = 559; confidence = 0.00; MISS
scale_factor = 0.50; image = 00494; x =  999; y = 551; confidence = 0.01; MISS
scale_factor = 0.50; image = 00494; x = 1113; y = 549; confidence = 0.29; MISS
scale_factor = 0.50; image = 00494; x = 1265; y = 579; confidence = 0.26; MISS
scale_factor = 0.50; image = 00494; x =  247; y = 607; confidence = 0.30; MISS
scale_factor = 0.50; image = 00494; x =  291; y = 631; confidence = 0.46; MISS
scale_factor = 0.50; image = 00494; x =  287; y = 633; confidence = 0.48; MISS
scale_factor = 0.50; image = 00494; x =  391; y = 631; confidence = 0.54; MISS
scale_factor = 0.50; image = 00494; x =  787; y = 759; confidence = 0.03; MISS
scale_factor = 0.50; image = 00494; x =  787; y = 759; confidence = 0.03; MISS
scale_factor = 0.50; image = 00494; x =  937; y = 621; confidence = 0.03; MISS
scale_factor = 0.50; image = 00494; x = 1119; y = 699; confidence = 0.06; MISS
scale_factor = 0.50; image = 00494; x = 1217; y = 767; confidence = 0.33; MISS
### Current Image = 00485; Traffic signs searched =   20; Traffic signs found =   19; Best confidence = 0.994232; Percentage found = 95.00; HIT
