# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 55
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00007.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00007.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00026.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00093.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00107.ppm
delta = 100
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00111.ppm
scale_factor = 1.00; image = 00117; x =  101; y = 101; confidence = 0.37; MISS
scale_factor = 1.00; image = 00343; x =  730; y = 631; confidence = 0.03; MISS
scale_factor = 1.00; image = 00343; x =  844; y = 678; confidence = 0.00; MISS
scale_factor = 1.00; image = 00343; x = 1028; y = 617; confidence = 0.00; MISS
scale_factor = 1.00; image = 00343; x = 1158; y = 693; confidence = 0.05; MISS
scale_factor = 1.00; image = 00343; x = 1223; y = 794; confidence = 0.24; MISS
scale_factor = 1.00; image = 00343; x = 1265; y = 793; confidence = 0.39; MISS
### Current Image = 00338; Traffic signs searched =   36; Traffic signs found =   35; Best confidence = 0.000000; Percentage found = 97.22; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00339.ppm
scale_factor = 1.00; image = 00346; x =  112; y =  94; confidence = 0.40; MISS
scale_factor = 1.00; image = 00346; x =  197; y = 101; confidence = 0.36; MISS
scale_factor = 1.00; image = 00346; x =  269; y = 126; confidence = 0.40; MISS
scale_factor = 1.00; image = 00346; x =  404; y =  93; confidence = 0.41; MISS
scale_factor = 1.00; image = 00346; x =  501; y = 104; confidence = 0.29; MISS
scale_factor = 1.00; image = 00346; x =  613; y = 120; confidence = 0.45; MISS
scale_factor = 1.00; image = 00346; x =  710; y =  92; confidence = 0.30; MISS
scale_factor = 1.00; image = 00346; x =  812; y = 103; confidence = 0.38; MISS
scale_factor = 1.00; image = 00346; x =  904; y =  98; confidence = 0.36; MISS
scale_factor = 1.00; image = 00346; x =  993; y =  76; confidence = 0.40; MISS
scale_factor = 1.00; image = 00346; x = 1107; y = 101; confidence = 0.28; MISS
scale_factor = 1.00; image = 00346; x = 1180; y = 148; confidence = 0.76; MISS
scale_factor = 1.00; image = 00346; x = 1297; y =  81; confidence = 0.46; MISS
scale_factor = 1.00; image = 00346; x =   56; y = 226; confidence = 0.60; MISS
scale_factor = 1.00; image = 00346; x =  207; y = 193; confidence = 0.43; MISS
scale_factor = 1.00; image = 00346; x =  272; y = 193; confidence = 0.44; MISS
scale_factor = 1.00; image = 00346; x =  378; y = 259; confidence = 0.55; MISS
scale_factor = 1.00; image = 00346; x =  506; y = 233; confidence = 0.44; MISS
scale_factor = 1.00; image = 00346; x =  628; y = 165; confidence = 0.42; MISS
scale_factor = 1.00; image = 00346; x =  698; y = 205; confidence = 0.29; MISS
scale_factor = 1.00; image = 00346; x =  782; y = 200; confidence = 0.33; MISS
scale_factor = 1.00; image = 00346; x =  953; y = 212; confidence = 0.48; MISS
scale_factor = 1.00; image = 00346; x = 1022; y = 223; confidence = 0.47; MISS
scale_factor = 1.00; image = 00346; x = 1109; y = 169; confidence = 0.45; MISS
scale_factor = 1.00; image = 00346; x = 1182; y = 145; confidence = 0.82; MISS
scale_factor = 1.00; image = 00346; x = 1328; y = 228; confidence = 0.27; MISS
scale_factor = 1.00; image = 00346; x =  115; y = 305; confidence = 0.47; MISS
scale_factor = 1.00; image = 00346; x =  242; y = 338; confidence = 0.52; MISS
scale_factor = 1.00; image = 00346; x =  293; y = 295; confidence = 0.51; MISS
scale_factor = 1.00; image = 00346; x =  378; y = 259; confidence = 0.55; MISS
scale_factor = 1.00; image = 00346; x =  478; y = 327; confidence = 0.58; MISS
scale_factor = 1.00; image = 00339; x =  644; y = 336; confidence = 0.81; HIT ***
scale_factor = 1.00; image = 00339; x =  643; y = 344; confidence = 0.87; HIT ***
scale_factor = 1.00; image = 00346; x =  749; y = 285; confidence = 0.33; MISS
scale_factor = 1.00; image = 00346; x =  900; y = 300; confidence = 0.35; MISS
scale_factor = 1.00; image = 00346; x = 1009; y = 293; confidence = 0.44; MISS
scale_factor = 1.00; image = 00346; x = 1115; y = 287; confidence = 0.34; MISS
scale_factor = 1.00; image = 00346; x = 1190; y = 284; confidence = 0.62; MISS
scale_factor = 1.00; image = 00346; x = 1284; y = 345; confidence = 0.58; MISS
scale_factor = 1.00; image = 00346; x =  119; y = 400; confidence = 0.48; MISS
scale_factor = 1.00; image = 00346; x =  194; y = 402; confidence = 0.51; MISS
scale_factor = 1.00; image = 00346; x =  270; y = 349; confidence = 0.64; MISS
scale_factor = 1.00; image = 00346; x =  413; y = 393; confidence = 0.66; MISS
scale_factor = 1.00; image = 00346; x =  469; y = 400; confidence = 0.53; MISS
scale_factor = 1.00; image = 00339; x =  643; y = 342; confidence = 0.87; HIT ***
scale_factor = 1.00; image = 00339; x =  644; y = 340; confidence = 0.86; HIT ***
scale_factor = 1.00; image = 00346; x =  807; y = 400; confidence = 0.55; MISS
scale_factor = 1.00; image = 00346; x =  915; y = 412; confidence = 0.53; MISS
scale_factor = 1.00; image = 00346; x =  995; y = 402; confidence = 0.55; MISS
scale_factor = 1.00; image = 00346; x = 1078; y = 408; confidence = 0.64; MISS
scale_factor = 1.00; image = 00346; x = 1167; y = 411; confidence = 0.56; MISS
scale_factor = 1.00; image = 00346; x = 1281; y = 348; confidence = 0.58; MISS
scale_factor = 1.00; image = 00346; x =  102; y = 480; confidence = 0.57; MISS
scale_factor = 1.00; image = 00346; x =  129; y = 479; confidence = 0.58; MISS
scale_factor = 1.00; image = 00346; x =  315; y = 469; confidence = 0.65; MISS
scale_factor = 1.00; image = 00346; x =  358; y = 499; confidence = 0.40; MISS
scale_factor = 1.00; image = 00346; x =  492; y = 490; confidence = 0.35; MISS
scale_factor = 1.00; image = 00346; x =  550; y = 463; confidence = 0.42; MISS
scale_factor = 1.00; image = 00346; x =  709; y = 415; confidence = 0.27; MISS
scale_factor = 1.00; image = 00346; x =  846; y = 489; confidence = 0.55; MISS
scale_factor = 1.00; image = 00346; x =  863; y = 489; confidence = 0.50; MISS
scale_factor = 1.00; image = 00346; x = 1022; y = 478; confidence = 0.53; MISS
scale_factor = 1.00; image = 00346; x = 1122; y = 501; confidence = 0.64; MISS
scale_factor = 1.00; image = 00346; x = 1197; y = 460; confidence = 0.60; MISS
scale_factor = 1.00; image = 00346; x = 1297; y = 493; confidence = 0.31; MISS
scale_factor = 1.00; image = 00346; x =   89; y = 610; confidence = 0.36; MISS
scale_factor = 1.00; image = 00346; x =  112; y = 604; confidence = 0.33; MISS
scale_factor = 1.00; image = 00346; x =  262; y = 512; confidence = 0.20; MISS
scale_factor = 1.00; image = 00346; x =  453; y = 520; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  495; y = 507; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  599; y = 501; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  780; y = 576; confidence = 0.15; MISS
scale_factor = 1.00; image = 00346; x =  850; y = 597; confidence = 0.28; MISS
scale_factor = 1.00; image = 00346; x =  839; y = 573; confidence = 0.32; MISS
scale_factor = 1.00; image = 00346; x = 1084; y = 583; confidence = 0.72; MISS
scale_factor = 1.00; image = 00346; x = 1086; y = 582; confidence = 0.77; MISS
scale_factor = 1.00; image = 00346; x = 1230; y = 556; confidence = 0.65; MISS
scale_factor = 1.00; image = 00346; x = 1312; y = 580; confidence = 0.65; MISS
scale_factor = 1.00; image = 00346; x =   30; y = 648; confidence = 0.45; MISS
scale_factor = 1.00; image = 00346; x =  199; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  299; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  399; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  499; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  599; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  699; y = 601; confidence = 0.00; MISS
scale_factor = 1.00; image = 00346; x =  835; y = 642; confidence = 0.16; MISS
scale_factor = 1.00; image = 00346; x =  859; y = 717; confidence = 0.27; MISS
scale_factor = 1.00; image = 00346; x = 1048; y = 725; confidence = 0.33; MISS
scale_factor = 1.00; image = 00346; x = 1096; y = 693; confidence = 0.47; MISS
scale_factor = 1.00; image = 00346; x = 1219; y = 698; confidence = 0.48; MISS
scale_factor = 1.00; image = 00346; x = 1285; y = 712; confidence = 0.52; MISS
### Current Image = 00339; Traffic signs searched =   37; Traffic signs found =   36; Best confidence = 0.870944; Percentage found = 97.30; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00348.ppm
scale_factor = 1.00; image = 00355; x =   84; y = 145; confidence = 0.62; MISS
scale_factor = 1.00; image = 00355; x =  175; y = 148; confidence = 0.67; MISS
scale_factor = 1.00; image = 00355; x =  305; y = 106; confidence = 0.47; MISS
scale_factor = 1.00; image = 00355; x =  343; y = 156; confidence = 0.70; MISS
scale_factor = 1.00; image = 00355; x =  508; y = 107; confidence = 0.52; MISS
scale_factor = 1.00; image = 00355; x =  612; y = 123; confidence = 0.65; MISS
scale_factor = 1.00; image = 00355; x =  671; y = 135; confidence = 0.63; MISS
scale_factor = 1.00; image = 00355; x =  785; y =  58; confidence = 0.52; MISS
scale_factor = 1.00; image = 00355; x =  913; y = 167; confidence = 0.65; MISS
scale_factor = 1.00; image = 00355; x =  988; y = 116; confidence = 0.61; MISS
scale_factor = 1.00; image = 00355; x = 1112; y =  41; confidence = 0.46; MISS
scale_factor = 1.00; image = 00355; x = 1260; y =  25; confidence = 0.64; MISS
scale_factor = 1.00; image = 00355; x = 1262; y =  21; confidence = 0.64; MISS
scale_factor = 1.00; image = 00355; x =  122; y = 171; confidence = 0.67; MISS
scale_factor = 1.00; image = 00355; x =  178; y = 147; confidence = 0.66; MISS
scale_factor = 1.00; image = 00355; x =  364; y = 161; confidence = 0.66; MISS
scale_factor = 1.00; image = 00355; x =  341; y = 160; confidence = 0.68; MISS
scale_factor = 1.00; image = 00355; x =  497; y = 173; confidence = 0.38; MISS
scale_factor = 1.00; image = 00355; x =  575; y = 177; confidence = 0.54; MISS
scale_factor = 1.00; image = 00355; x =  687; y = 194; confidence = 0.48; MISS
scale_factor = 1.00; image = 00355; x =  772; y = 193; confidence = 0.37; MISS
scale_factor = 1.00; image = 00348; x =  971; y = 253; confidence = 0.98; HIT ***
scale_factor = 1.00; image = 00348; x =  970; y = 258; confidence = 0.91; HIT ***
scale_factor = 1.00; image = 00355; x = 1086; y = 180; confidence = 0.37; MISS
scale_factor = 1.00; image = 00355; x = 1235; y = 291; confidence = 0.12; MISS
scale_factor = 1.00; image = 00355; x = 1284; y = 192; confidence = 0.44; MISS
scale_factor = 1.00; image = 00355; x =  102; y = 299; confidence = 0.16; MISS
scale_factor = 1.00; image = 00355; x =  213; y = 385; confidence = 0.13; MISS
scale_factor = 1.00; image = 00355; x =  313; y = 382; confidence = 0.43; MISS
scale_factor = 1.00; image = 00355; x =  395; y = 294; confidence = 0.26; MISS
scale_factor = 1.00; image = 00355; x =  454; y = 293; confidence = 0.44; MISS
scale_factor = 1.00; image = 00355; x =  610; y = 316; confidence = 0.41; MISS
scale_factor = 1.00; image = 00355; x =  690; y = 306; confidence = 0.34; MISS
scale_factor = 1.00; image = 00355; x =  810; y = 291; confidence = 0.48; MISS
scale_factor = 1.00; image = 00348; x =  971; y = 252; confidence = 0.96; HIT ***
scale_factor = 1.00; image = 00348; x =  972; y = 261; confidence = 0.84; HIT ***
scale_factor = 1.00; image = 00355; x = 1045; y = 284; confidence = 0.68; MISS
scale_factor = 1.00; image = 00355; x = 1178; y = 327; confidence = 0.49; MISS
scale_factor = 1.00; image = 00355; x = 1290; y = 275; confidence = 0.55; MISS
scale_factor = 1.00; image = 00355; x =  122; y = 402; confidence = 0.60; MISS
scale_factor = 1.00; image = 00355; x =  125; y = 403; confidence = 0.59; MISS
scale_factor = 1.00; image = 00355; x =  277; y = 426; confidence = 0.49; MISS
scale_factor = 1.00; image = 00355; x =  449; y = 373; confidence = 0.46; MISS
scale_factor = 1.00; image = 00355; x =  507; y = 378; confidence = 0.18; MISS
scale_factor = 1.00; image = 00355; x =  666; y = 364; confidence = 0.42; MISS
scale_factor = 1.00; image = 00355; x =  718; y = 413; confidence = 0.38; MISS
scale_factor = 1.00; image = 00355; x =  740; y = 336; confidence = 0.42; MISS
scale_factor = 1.00; image = 00355; x =  892; y = 402; confidence = 0.44; MISS
scale_factor = 1.00; image = 00355; x =  984; y = 403; confidence = 0.38; MISS
scale_factor = 1.00; image = 00355; x = 1100; y = 400; confidence = 0.54; MISS
scale_factor = 1.00; image = 00355; x = 1197; y = 400; confidence = 0.62; MISS
scale_factor = 1.00; image = 00355; x = 1311; y = 419; confidence = 0.52; MISS
scale_factor = 1.00; image = 00355; x =  107; y = 500; confidence = 0.20; MISS
scale_factor = 1.00; image = 00355; x =  188; y = 505; confidence = 0.34; MISS
scale_factor = 1.00; image = 00355; x =  300; y = 504; confidence = 0.19; MISS
scale_factor = 1.00; image = 00355; x =  352; y = 540; confidence = 0.39; MISS
scale_factor = 1.00; image = 00355; x =  499; y = 502; confidence = 0.27; MISS
scale_factor = 1.00; image = 00355; x =  631; y = 465; confidence = 0.42; MISS
scale_factor = 1.00; image = 00355; x =  701; y = 501; confidence = 0.22; MISS
scale_factor = 1.00; image = 00355; x =  806; y = 537; confidence = 0.39; MISS
scale_factor = 1.00; image = 00355; x =  914; y = 479; confidence = 0.43; MISS
scale_factor = 1.00; image = 00355; x =  976; y = 482; confidence = 0.32; MISS
scale_factor = 1.00; image = 00355; x = 1087; y = 477; confidence = 0.47; MISS
scale_factor = 1.00; image = 00355; x = 1203; y = 503; confidence = 0.48; MISS
scale_factor = 1.00; image = 00355; x = 1298; y = 531; confidence = 0.62; MISS
scale_factor = 1.00; image = 00355; x =   97; y = 600; confidence = 0.26; MISS
scale_factor = 1.00; image = 00355; x =  200; y = 600; confidence = 0.14; MISS
scale_factor = 1.00; image = 00355; x =  301; y = 594; confidence = 0.34; MISS
scale_factor = 1.00; image = 00355; x =  419; y = 586; confidence = 0.38; MISS
scale_factor = 1.00; image = 00355; x =  470; y = 613; confidence = 0.35; MISS
scale_factor = 1.00; image = 00355; x =  613; y = 604; confidence = 0.41; MISS
scale_factor = 1.00; image = 00355; x =  653; y = 615; confidence = 0.43; MISS
scale_factor = 1.00; image = 00355; x =  784; y = 575; confidence = 0.38; MISS
scale_factor = 1.00; image = 00355; x =  908; y = 607; confidence = 0.31; MISS
scale_factor = 1.00; image = 00355; x = 1008; y = 654; confidence = 0.39; MISS
scale_factor = 1.00; image = 00355; x = 1135; y = 605; confidence = 0.42; MISS
scale_factor = 1.00; image = 00355; x = 1174; y = 559; confidence = 0.46; MISS
scale_factor = 1.00; image = 00355; x = 1285; y = 592; confidence = 0.48; MISS
scale_factor = 1.00; image = 00355; x =   94; y = 695; confidence = 0.29; MISS
scale_factor = 1.00; image = 00355; x =  197; y = 718; confidence = 0.51; MISS
scale_factor = 1.00; image = 00355; x =  300; y = 700; confidence = 0.24; MISS
scale_factor = 1.00; image = 00355; x =  374; y = 696; confidence = 0.41; MISS
scale_factor = 1.00; image = 00355; x =  507; y = 700; confidence = 0.25; MISS
scale_factor = 1.00; image = 00355; x =  600; y = 700; confidence = 0.13; MISS
scale_factor = 1.00; image = 00355; x =  659; y = 713; confidence = 0.38; MISS
scale_factor = 1.00; image = 00355; x =  817; y = 740; confidence = 0.18; MISS
scale_factor = 1.00; image = 00355; x =  949; y = 709; confidence = 0.25; MISS
scale_factor = 1.00; image = 00355; x = 1010; y = 652; confidence = 0.23; MISS
scale_factor = 1.00; image = 00355; x = 1115; y = 777; confidence = 0.34; MISS
scale_factor = 1.00; image = 00355; x = 1231; y = 764; confidence = 0.33; MISS
scale_factor = 1.00; image = 00355; x = 1309; y = 732; confidence = 0.33; MISS
### Current Image = 00348; Traffic signs searched =   38; Traffic signs found =   37; Best confidence = 0.979092; Percentage found = 97.37; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00350.ppm
scale_factor = 1.00; image = 00357; x =   98; y = 154; confidence = 0.44; MISS
scale_factor = 1.00; image = 00357; x =  222; y =  44; confidence = 0.81; MISS
scale_factor = 1.00; image = 00357; x =  223; y =  48; confidence = 0.74; MISS
scale_factor = 1.00; image = 00357; x =  420; y = 153; confidence = 0.70; MISS
scale_factor = 1.00; image = 00357; x =  428; y = 155; confidence = 0.64; MISS
scale_factor = 1.00; image = 00357; x =  565; y = 184; confidence = 0.56; MISS
scale_factor = 1.00; image = 00357; x =  681; y = 153; confidence = 0.40; MISS
scale_factor = 1.00; image = 00357; x =  795; y =  97; confidence = 0.21; MISS
scale_factor = 1.00; image = 00357; x =  896; y =  18; confidence = 0.35; MISS
scale_factor = 1.00; image = 00357; x = 1028; y = 147; confidence = 0.35; MISS
scale_factor = 1.00; image = 00357; x = 1103; y = 100; confidence = 0.22; MISS
scale_factor = 1.00; image = 00357; x = 1261; y = 172; confidence = 0.70; MISS
scale_factor = 1.00; image = 00357; x = 1270; y = 172; confidence = 0.73; MISS
scale_factor = 1.00; image = 00357; x =  171; y = 157; confidence = 0.37; MISS
scale_factor = 1.00; image = 00357; x =  174; y = 151; confidence = 0.54; MISS
scale_factor = 1.00; image = 00357; x =  274; y = 242; confidence = 0.45; MISS
scale_factor = 1.00; image = 00357; x =  419; y = 152; confidence = 0.71; MISS
scale_factor = 1.00; image = 00350; x =  480; y = 236; confidence = 0.81; HIT ***
scale_factor = 1.00; image = 00357; x =  563; y = 184; confidence = 0.59; MISS
scale_factor = 1.00; image = 00357; x =  697; y = 190; confidence = 0.37; MISS
scale_factor = 1.00; image = 00357; x =  833; y = 195; confidence = 0.36; MISS
scale_factor = 1.00; image = 00357; x =  848; y = 161; confidence = 0.43; MISS
scale_factor = 1.00; image = 00357; x = 1041; y = 219; confidence = 0.30; MISS
scale_factor = 1.00; image = 00350; x = 1109; y = 236; confidence = 0.58; HIT ***
scale_factor = 1.00; image = 00357; x = 1207; y = 174; confidence = 0.58; MISS
scale_factor = 1.00; image = 00357; x = 1269; y = 172; confidence = 0.71; MISS
scale_factor = 1.00; image = 00357; x =   83; y = 310; confidence = 0.24; MISS
scale_factor = 1.00; image = 00357; x =  209; y = 308; confidence = 0.41; MISS
scale_factor = 1.00; image = 00357; x =  247; y = 302; confidence = 0.52; MISS
scale_factor = 1.00; image = 00357; x =  396; y = 335; confidence = 0.43; MISS
scale_factor = 1.00; image = 00350; x =  489; y = 250; confidence = 0.84; HIT ***
scale_factor = 1.00; image = 00357; x =  610; y = 342; confidence = 0.57; MISS
scale_factor = 1.00; image = 00357; x =  703; y = 298; confidence = 0.28; MISS
scale_factor = 1.00; image = 00357; x =  787; y = 211; confidence = 0.09; MISS
scale_factor = 1.00; image = 00357; x =  929; y = 288; confidence = 0.40; MISS
scale_factor = 1.00; image = 00357; x = 1003; y = 289; confidence = 0.39; MISS
scale_factor = 1.00; image = 00357; x = 1100; y = 300; confidence = 0.22; MISS
scale_factor = 1.00; image = 00357; x = 1193; y = 292; confidence = 0.35; MISS
scale_factor = 1.00; image = 00357; x = 1299; y = 292; confidence = 0.10; MISS
scale_factor = 1.00; image = 00357; x =   83; y = 368; confidence = 0.30; MISS
scale_factor = 1.00; image = 00357; x =  237; y = 443; confidence = 0.53; MISS
scale_factor = 1.00; image = 00357; x =  315; y = 403; confidence = 0.35; MISS
scale_factor = 1.00; image = 00357; x =  382; y = 401; confidence = 0.51; MISS
scale_factor = 1.00; image = 00357; x =  435; y = 360; confidence = 0.31; MISS
scale_factor = 1.00; image = 00357; x =  609; y = 343; confidence = 0.57; MISS
scale_factor = 1.00; image = 00357; x =  641; y = 332; confidence = 0.34; MISS
scale_factor = 1.00; image = 00357; x =  798; y = 396; confidence = 0.26; MISS
scale_factor = 1.00; image = 00357; x =  914; y = 398; confidence = 0.35; MISS
scale_factor = 1.00; image = 00357; x =  972; y = 405; confidence = 0.52; MISS
scale_factor = 1.00; image = 00357; x = 1087; y = 400; confidence = 0.57; MISS
scale_factor = 1.00; image = 00357; x = 1182; y = 402; confidence = 0.53; MISS
scale_factor = 1.00; image = 00357; x = 1266; y = 400; confidence = 0.46; MISS
scale_factor = 1.00; image = 00357; x =   82; y = 520; confidence = 0.27; MISS
scale_factor = 1.00; image = 00357; x =  237; y = 444; confidence = 0.54; MISS
scale_factor = 1.00; image = 00357; x =  330; y = 487; confidence = 0.44; MISS
scale_factor = 1.00; image = 00357; x =  332; y = 486; confidence = 0.43; MISS
scale_factor = 1.00; image = 00357; x =  494; y = 493; confidence = 0.10; MISS
scale_factor = 1.00; image = 00357; x =  615; y = 487; confidence = 0.17; MISS
scale_factor = 1.00; image = 00357; x =  697; y = 499; confidence = 0.13; MISS
scale_factor = 1.00; image = 00357; x =  796; y = 492; confidence = 0.33; MISS
scale_factor = 1.00; image = 00357; x =  851; y = 418; confidence = 0.39; MISS
scale_factor = 1.00; image = 00357; x = 1021; y = 412; confidence = 0.43; MISS
scale_factor = 1.00; image = 00357; x = 1087; y = 408; confidence = 0.24; MISS
scale_factor = 1.00; image = 00357; x = 1216; y = 419; confidence = 0.17; MISS
scale_factor = 1.00; image = 00357; x = 1264; y = 414; confidence = 0.47; MISS
scale_factor = 1.00; image = 00357; x =   89; y = 600; confidence = 0.26; MISS
scale_factor = 1.00; image = 00357; x =  240; y = 592; confidence = 0.41; MISS
scale_factor = 1.00; image = 00357; x =  306; y = 594; confidence = 0.27; MISS
scale_factor = 1.00; image = 00357; x =  397; y = 597; confidence = 0.06; MISS
scale_factor = 1.00; image = 00357; x =  500; y = 598; confidence = 0.33; MISS
scale_factor = 1.00; image = 00357; x =  607; y = 598; confidence = 0.32; MISS
scale_factor = 1.00; image = 00357; x =  687; y = 603; confidence = 0.44; MISS
scale_factor = 1.00; image = 00357; x =  725; y = 600; confidence = 0.36; MISS
scale_factor = 1.00; image = 00357; x =  880; y = 608; confidence = 0.44; MISS
scale_factor = 1.00; image = 00357; x = 1039; y = 607; confidence = 0.37; MISS
scale_factor = 1.00; image = 00357; x = 1157; y = 672; confidence = 0.68; MISS
scale_factor = 1.00; image = 00357; x = 1157; y = 674; confidence = 0.69; MISS
scale_factor = 1.00; image = 00357; x = 1307; y = 645; confidence = 0.43; MISS
scale_factor = 1.00; image = 00357; x =  109; y = 719; confidence = 0.23; MISS
scale_factor = 1.00; image = 00357; x =  287; y = 665; confidence = 0.18; MISS
scale_factor = 1.00; image = 00357; x =  303; y = 696; confidence = 0.01; MISS
scale_factor = 1.00; image = 00357; x =  375; y = 698; confidence = 0.00; MISS
scale_factor = 1.00; image = 00357; x =  575; y = 731; confidence = 0.30; MISS
scale_factor = 1.00; image = 00357; x =  598; y = 726; confidence = 0.37; MISS
scale_factor = 1.00; image = 00357; x =  745; y = 693; confidence = 0.47; MISS
scale_factor = 1.00; image = 00357; x =  779; y = 692; confidence = 0.47; MISS
scale_factor = 1.00; image = 00357; x =  874; y = 693; confidence = 0.51; MISS
scale_factor = 1.00; image = 00357; x = 1022; y = 691; confidence = 0.51; MISS
scale_factor = 1.00; image = 00357; x = 1103; y = 689; confidence = 0.44; MISS
scale_factor = 1.00; image = 00357; x = 1158; y = 676; confidence = 0.70; MISS
scale_factor = 1.00; image = 00357; x = 1329; y = 664; confidence = 0.31; MISS
### Current Image = 00350; Traffic signs searched =   39; Traffic signs found =   38; Best confidence = 0.840663; Percentage found = 97.44; HIT
### Current Image = 00350; Traffic signs searched =   40; Traffic signs found =   39; Best confidence = 0.580389; Percentage found = 97.50; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00355.ppm
scale_factor = 1.00; image = 00362; x =  148; y = 161; confidence = 0.25; MISS
scale_factor = 1.00; image = 00362; x =  179; y =   9; confidence = 0.51; MISS
scale_factor = 1.00; image = 00362; x =  348; y = 181; confidence = 0.51; MISS
scale_factor = 1.00; image = 00362; x =  410; y =  94; confidence = 0.41; MISS
scale_factor = 1.00; image = 00362; x =  503; y =  98; confidence = 0.27; MISS
scale_factor = 1.00; image = 00362; x =  666; y = 124; confidence = 0.61; MISS
scale_factor = 1.00; image = 00362; x =  667; y = 123; confidence = 0.71; MISS
scale_factor = 1.00; image = 00362; x =  794; y =  87; confidence = 0.27; MISS
scale_factor = 1.00; image = 00362; x =  896; y = 147; confidence = 0.48; MISS
scale_factor = 1.00; image = 00362; x = 1040; y = 139; confidence = 0.61; MISS
scale_factor = 1.00; image = 00362; x = 1065; y = 161; confidence = 0.63; MISS
scale_factor = 1.00; image = 00362; x = 1117; y = 143; confidence = 0.48; MISS
scale_factor = 1.00; image = 00362; x = 1285; y = 156; confidence = 0.43; MISS
scale_factor = 1.00; image = 00362; x =  102; y = 199; confidence = 0.25; MISS
scale_factor = 1.00; image = 00362; x =  145; y = 162; confidence = 0.16; MISS
scale_factor = 1.00; image = 00362; x =  320; y = 214; confidence = 0.62; MISS
scale_factor = 1.00; image = 00362; x =  426; y = 158; confidence = 0.62; MISS
scale_factor = 1.00; image = 00355; x =  483; y = 242; confidence = 0.81; HIT ***
scale_factor = 1.00; image = 00362; x =  561; y = 222; confidence = 0.52; MISS
scale_factor = 1.00; image = 00362; x =  680; y = 200; confidence = 0.27; MISS
scale_factor = 1.00; image = 00362; x =  752; y = 173; confidence = 0.34; MISS
scale_factor = 1.00; image = 00362; x =  895; y = 149; confidence = 0.47; MISS
scale_factor = 1.00; image = 00362; x = 1058; y = 161; confidence = 0.61; MISS
scale_factor = 1.00; image = 00362; x = 1062; y = 160; confidence = 0.64; MISS
scale_factor = 1.00; image = 00362; x = 1180; y = 216; confidence = 0.34; MISS
scale_factor = 1.00; image = 00362; x = 1286; y = 156; confidence = 0.41; MISS
scale_factor = 1.00; image = 00362; x =  146; y = 300; confidence = 0.54; MISS
scale_factor = 1.00; image = 00362; x =  147; y = 302; confidence = 0.55; MISS
scale_factor = 1.00; image = 00362; x =  307; y = 298; confidence = 0.40; MISS
scale_factor = 1.00; image = 00362; x =  364; y = 296; confidence = 0.41; MISS
scale_factor = 1.00; image = 00355; x =  494; y = 240; confidence = 0.88; HIT ***
scale_factor = 1.00; image = 00362; x =  562; y = 221; confidence = 0.50; MISS
scale_factor = 1.00; image = 00362; x =  676; y = 266; confidence = 0.43; MISS
scale_factor = 1.00; image = 00362; x =  782; y = 300; confidence = 0.16; MISS
scale_factor = 1.00; image = 00362; x =  934; y = 268; confidence = 0.65; MISS
scale_factor = 1.00; image = 00362; x = 1037; y = 288; confidence = 0.55; MISS
