# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 56
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00019.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00057.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00065.ppm
delta = 134
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00075.ppm
scale_factor = 0.75; image = 00082; x =  154; y = 180; confidence = 0.55; MISS
scale_factor = 0.75; image = 00367; x =  266; y =  98; confidence = 0.40; MISS
scale_factor = 0.75; image = 00367; x =  425; y = 188; confidence = 0.44; MISS
scale_factor = 0.75; image = 00367; x =  576; y = 134; confidence = 0.41; MISS
scale_factor = 0.75; image = 00367; x =  667; y = 176; confidence = 0.49; MISS
scale_factor = 0.75; image = 00367; x =  782; y = 140; confidence = 0.49; MISS
scale_factor = 0.75; image = 00367; x =  974; y = 142; confidence = 0.43; MISS
scale_factor = 0.75; image = 00367; x = 1119; y = 145; confidence = 0.28; MISS
scale_factor = 0.75; image = 00367; x = 1273; y =  88; confidence = 0.34; MISS
scale_factor = 0.75; image = 00367; x = 1346; y = 158; confidence = 0.42; MISS
scale_factor = 0.75; image = 00367; x =   86; y = 384; confidence = 0.40; MISS
scale_factor = 0.75; image = 00360; x =  268; y = 268; confidence = 0.87; HIT ***
scale_factor = 0.75; image = 00367; x =  391; y = 275; confidence = 0.30; MISS
scale_factor = 0.75; image = 00367; x =  482; y = 278; confidence = 0.24; MISS
scale_factor = 0.75; image = 00367; x =  664; y = 176; confidence = 0.52; MISS
scale_factor = 0.75; image = 00367; x =  824; y = 236; confidence = 0.47; MISS
scale_factor = 0.75; image = 00360; x = 1052; y = 303; confidence = 0.90; HIT ***
scale_factor = 0.75; image = 00360; x = 1049; y = 283; confidence = 0.81; HIT ***
scale_factor = 0.75; image = 00367; x = 1260; y = 308; confidence = 0.27; MISS
scale_factor = 0.75; image = 00367; x = 1260; y = 310; confidence = 0.42; MISS
scale_factor = 0.75; image = 00367; x =  148; y = 408; confidence = 0.25; MISS
scale_factor = 0.75; image = 00360; x =  282; y = 286; confidence = 0.77; HIT ***
scale_factor = 0.75; image = 00367; x =  384; y = 400; confidence = 0.48; MISS
scale_factor = 0.75; image = 00367; x =  558; y = 402; confidence = 0.45; MISS
scale_factor = 0.75; image = 00367; x =  655; y = 362; confidence = 0.39; MISS
scale_factor = 0.75; image = 00367; x =  816; y = 440; confidence = 0.47; MISS
scale_factor = 0.75; image = 00367; x =  879; y = 410; confidence = 0.57; MISS
scale_factor = 0.75; image = 00360; x = 1053; y = 304; confidence = 0.87; HIT ***
scale_factor = 0.75; image = 00367; x = 1148; y = 460; confidence = 0.51; MISS
scale_factor = 0.75; image = 00367; x = 1346; y = 395; confidence = 0.00; MISS
scale_factor = 0.75; image = 00367; x =  122; y = 542; confidence = 0.52; MISS
scale_factor = 0.75; image = 00367; x =  254; y = 632; confidence = 0.27; MISS
scale_factor = 0.75; image = 00367; x =  490; y = 488; confidence = 0.46; MISS
scale_factor = 0.75; image = 00367; x =  493; y = 490; confidence = 0.52; MISS
scale_factor = 0.75; image = 00367; x =  693; y = 502; confidence = 0.26; MISS
scale_factor = 0.75; image = 00367; x =  815; y = 437; confidence = 0.08; MISS
scale_factor = 0.75; image = 00367; x =  998; y = 600; confidence = 0.41; MISS
scale_factor = 0.75; image = 00367; x = 1044; y = 504; confidence = 0.55; MISS
scale_factor = 0.75; image = 00367; x = 1164; y = 587; confidence = 0.58; MISS
scale_factor = 0.75; image = 00367; x = 1250; y = 485; confidence = 0.41; MISS
scale_factor = 0.75; image = 00367; x =  102; y = 769; confidence = 0.15; MISS
scale_factor = 0.75; image = 00367; x =  254; y = 632; confidence = 0.27; MISS
scale_factor = 0.75; image = 00367; x =  480; y = 623; confidence = 0.44; MISS
scale_factor = 0.75; image = 00367; x =  548; y = 608; confidence = 0.36; MISS
scale_factor = 0.75; image = 00367; x =  622; y = 618; confidence = 0.40; MISS
scale_factor = 0.75; image = 00367; x =  798; y = 706; confidence = 0.08; MISS
scale_factor = 0.75; image = 00367; x =  908; y = 619; confidence = 0.01; MISS
scale_factor = 0.75; image = 00367; x = 1070; y = 700; confidence = 0.29; MISS
scale_factor = 0.75; image = 00367; x = 1206; y = 670; confidence = 0.32; MISS
scale_factor = 0.75; image = 00367; x = 1274; y = 781; confidence = 0.09; MISS
### Current Image = 00360; Traffic signs searched =   33; Traffic signs found =   33; Best confidence = 0.904831; Percentage found = 100.00; HIT
### Current Image = 00360; Traffic signs searched =   34; Traffic signs found =   34; Best confidence = 0.868782; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00363.ppm
scale_factor = 0.75; image = 00368; x =  120; y = 149; confidence = 0.21; MISS
scale_factor = 0.75; image = 00368; x =  272; y = 134; confidence = 0.56; MISS
scale_factor = 0.75; image = 00368; x =  350; y = 150; confidence = 0.71; MISS
scale_factor = 0.75; image = 00368; x =  542; y = 134; confidence = 0.35; MISS
scale_factor = 0.75; image = 00368; x =  572; y = 156; confidence = 0.58; MISS
scale_factor = 0.75; image = 00368; x =  820; y =  88; confidence = 0.30; MISS
scale_factor = 0.75; image = 00368; x =  911; y = 154; confidence = 0.14; MISS
scale_factor = 0.75; image = 00368; x = 1072; y = 134; confidence = 0.47; MISS
scale_factor = 0.75; image = 00368; x = 1242; y =  90; confidence = 0.26; MISS
scale_factor = 0.75; image = 00368; x = 1265; y =  92; confidence = 0.04; MISS
scale_factor = 0.75; image = 00368; x =  106; y = 328; confidence = 0.32; MISS
scale_factor = 0.75; image = 00368; x =  326; y = 161; confidence = 0.18; MISS
scale_factor = 0.75; image = 00363; x =  428; y = 268; confidence = 0.94; HIT ***
scale_factor = 0.75; image = 00363; x =  441; y = 257; confidence = 0.80; HIT ***
scale_factor = 0.75; image = 00368; x =  643; y = 383; confidence = 0.28; MISS
scale_factor = 0.75; image = 00368; x =  808; y = 250; confidence = 0.14; MISS
scale_factor = 0.75; image = 00368; x =  950; y = 192; confidence = 0.37; MISS
scale_factor = 0.75; image = 00368; x = 1053; y = 217; confidence = 0.56; MISS
scale_factor = 0.75; image = 00368; x = 1208; y = 276; confidence = 0.04; MISS
scale_factor = 0.75; image = 00368; x = 1347; y = 295; confidence = 0.00; MISS
scale_factor = 0.75; image = 00368; x =  111; y = 428; confidence = 0.36; MISS
scale_factor = 0.75; image = 00368; x =  264; y = 449; confidence = 0.49; MISS
scale_factor = 0.75; image = 00363; x =  430; y = 288; confidence = 0.85; HIT ***
scale_factor = 0.75; image = 00368; x =  536; y = 404; confidence = 0.40; MISS
scale_factor = 0.75; image = 00368; x =  692; y = 396; confidence = 0.44; MISS
scale_factor = 0.75; image = 00368; x =  860; y = 457; confidence = 0.46; MISS
scale_factor = 0.75; image = 00368; x =  960; y = 402; confidence = 0.33; MISS
scale_factor = 0.75; image = 00368; x = 1058; y = 440; confidence = 0.56; MISS
scale_factor = 0.75; image = 00368; x = 1138; y = 490; confidence = 0.59; MISS
scale_factor = 0.75; image = 00368; x = 1297; y = 516; confidence = 0.00; MISS
scale_factor = 0.75; image = 00368; x =  123; y = 543; confidence = 0.04; MISS
scale_factor = 0.75; image = 00368; x =  246; y = 548; confidence = 0.12; MISS
scale_factor = 0.75; image = 00368; x =  424; y = 543; confidence = 0.02; MISS
scale_factor = 0.75; image = 00368; x =  542; y = 560; confidence = 0.43; MISS
scale_factor = 0.75; image = 00368; x =  694; y = 542; confidence = 0.08; MISS
scale_factor = 0.75; image = 00368; x =  814; y = 547; confidence = 0.10; MISS
scale_factor = 0.75; image = 00368; x =  962; y = 532; confidence = 0.42; MISS
scale_factor = 0.75; image = 00368; x = 1108; y = 470; confidence = 0.45; MISS
scale_factor = 0.75; image = 00368; x = 1198; y = 521; confidence = 0.40; MISS
scale_factor = 0.75; image = 00368; x = 1326; y = 614; confidence = 0.44; MISS
scale_factor = 0.75; image = 00368; x =  116; y = 592; confidence = 0.46; MISS
scale_factor = 0.75; image = 00368; x =  283; y = 670; confidence = 0.16; MISS
scale_factor = 0.75; image = 00368; x =  458; y = 636; confidence = 0.38; MISS
scale_factor = 0.75; image = 00368; x =  564; y = 623; confidence = 0.26; MISS
scale_factor = 0.75; image = 00368; x =  690; y = 704; confidence = 0.33; MISS
scale_factor = 0.75; image = 00368; x =  794; y = 674; confidence = 0.56; MISS
scale_factor = 0.75; image = 00368; x =  946; y = 704; confidence = 0.49; MISS
scale_factor = 0.75; image = 00368; x = 1102; y = 658; confidence = 0.60; MISS
scale_factor = 0.75; image = 00368; x = 1119; y = 678; confidence = 0.65; MISS
scale_factor = 0.75; image = 00368; x = 1326; y = 612; confidence = 0.45; MISS
### Current Image = 00363; Traffic signs searched =   35; Traffic signs found =   35; Best confidence = 0.846431; Percentage found = 100.00; HIT
### Current Image = 00363; Traffic signs searched =   36; Traffic signs found =   36; Best confidence = 0.944484; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00367.ppm
scale_factor = 0.75; image = 00370; x =   88; y = 158; confidence = 0.71; MISS
scale_factor = 0.75; image = 00367; x =  253; y = 237; confidence = 0.88; HIT ***
scale_factor = 0.75; image = 00370; x =  392; y = 131; confidence = 0.32; MISS
scale_factor = 0.75; image = 00370; x =  559; y = 115; confidence = 0.34; MISS
scale_factor = 0.75; image = 00370; x =  651; y = 194; confidence = 0.48; MISS
scale_factor = 0.75; image = 00370; x =  847; y = 134; confidence = 0.36; MISS
scale_factor = 0.75; image = 00370; x =  908; y =  72; confidence = 0.53; MISS
scale_factor = 0.75; image = 00367; x = 1053; y = 233; confidence = 0.70; HIT ***
scale_factor = 0.75; image = 00370; x = 1128; y = 131; confidence = 0.40; MISS
scale_factor = 0.75; image = 00370; x = 1334; y = 138; confidence = 0.32; MISS
scale_factor = 0.75; image = 00367; x =  252; y = 279; confidence = 0.82; HIT ***
scale_factor = 0.75; image = 00367; x =  266; y = 253; confidence = 0.77; HIT ***
scale_factor = 0.75; image = 00370; x =  472; y = 374; confidence = 0.41; MISS
scale_factor = 0.75; image = 00370; x =  480; y = 376; confidence = 0.44; MISS
scale_factor = 0.75; image = 00370; x =  654; y = 196; confidence = 0.55; MISS
scale_factor = 0.75; image = 00370; x =  764; y = 192; confidence = 0.48; MISS
scale_factor = 0.75; image = 00367; x = 1049; y = 268; confidence = 0.86; HIT ***
scale_factor = 0.75; image = 00367; x = 1050; y = 270; confidence = 0.86; HIT ***
scale_factor = 0.75; image = 00370; x = 1216; y = 268; confidence = 0.27; MISS
scale_factor = 0.75; image = 00370; x = 1330; y = 224; confidence = 0.47; MISS
scale_factor = 0.75; image = 00370; x =  216; y = 399; confidence = 0.30; MISS
scale_factor = 0.75; image = 00367; x =  246; y = 291; confidence = 0.57; HIT ***
scale_factor = 0.75; image = 00370; x =  410; y = 394; confidence = 0.35; MISS
scale_factor = 0.75; image = 00370; x =  547; y = 383; confidence = 0.29; MISS
scale_factor = 0.75; image = 00370; x =  635; y = 347; confidence = 0.52; MISS
scale_factor = 0.75; image = 00370; x =  810; y = 395; confidence = 0.00; MISS
scale_factor = 0.75; image = 00370; x =  919; y = 425; confidence = 0.19; MISS
scale_factor = 0.75; image = 00367; x = 1045; y = 288; confidence = 0.82; HIT ***
scale_factor = 0.75; image = 00370; x = 1282; y = 322; confidence = 0.52; MISS
scale_factor = 0.75; image = 00370; x = 1292; y = 287; confidence = 0.31; MISS
scale_factor = 0.75; image = 00370; x =  177; y = 536; confidence = 0.44; MISS
scale_factor = 0.75; image = 00370; x =  286; y = 543; confidence = 0.13; MISS
scale_factor = 0.75; image = 00370; x =  434; y = 548; confidence = 0.72; MISS
scale_factor = 0.75; image = 00370; x =  543; y = 554; confidence = 0.68; MISS
scale_factor = 0.75; image = 00370; x =  702; y = 555; confidence = 0.71; MISS
scale_factor = 0.75; image = 00370; x =  824; y = 555; confidence = 0.69; MISS
scale_factor = 0.75; image = 00370; x =  930; y = 555; confidence = 0.62; MISS
scale_factor = 0.75; image = 00370; x = 1079; y = 548; confidence = 0.63; MISS
scale_factor = 0.75; image = 00370; x = 1164; y = 550; confidence = 0.27; MISS
scale_factor = 0.75; image = 00370; x = 1340; y = 538; confidence = 0.65; MISS
scale_factor = 0.75; image = 00370; x =   99; y = 547; confidence = 0.16; MISS
scale_factor = 0.75; image = 00370; x =  275; y = 685; confidence = 0.04; MISS
scale_factor = 0.75; image = 00370; x =  405; y = 676; confidence = 0.15; MISS
scale_factor = 0.75; image = 00370; x =  500; y = 708; confidence = 0.48; MISS
scale_factor = 0.75; image = 00370; x =  638; y = 558; confidence = 0.58; MISS
scale_factor = 0.75; image = 00370; x =  839; y = 741; confidence = 0.48; MISS
scale_factor = 0.75; image = 00370; x =  961; y = 670; confidence = 0.48; MISS
scale_factor = 0.75; image = 00370; x = 1072; y = 652; confidence = 0.37; MISS
scale_factor = 0.75; image = 00370; x = 1222; y = 678; confidence = 0.45; MISS
scale_factor = 0.75; image = 00370; x = 1328; y = 636; confidence = 0.42; MISS
### Current Image = 00367; Traffic signs searched =   37; Traffic signs found =   37; Best confidence = 0.700072; Percentage found = 100.00; HIT
### Current Image = 00367; Traffic signs searched =   38; Traffic signs found =   38; Best confidence = 0.821918; Percentage found = 100.00; HIT
### Current Image = 00367; Traffic signs searched =   39; Traffic signs found =   39; Best confidence = 0.880317; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00368.ppm
scale_factor = 0.75; image = 00371; x =  164; y = 146; confidence = 0.59; MISS
scale_factor = 0.75; image = 00371; x =  278; y = 134; confidence = 0.33; MISS
scale_factor = 0.75; image = 00371; x =  363; y = 149; confidence = 0.53; MISS
scale_factor = 0.75; image = 00371; x =  530; y = 192; confidence = 0.56; MISS
scale_factor = 0.75; image = 00371; x =  702; y = 193; confidence = 0.61; MISS
scale_factor = 0.75; image = 00371; x =  788; y = 123; confidence = 0.34; MISS
scale_factor = 0.75; image = 00371; x =  876; y = 124; confidence = 0.57; MISS
scale_factor = 0.75; image = 00371; x = 1064; y = 134; confidence = 0.38; MISS
scale_factor = 0.75; image = 00371; x = 1186; y = 126; confidence = 0.62; MISS
scale_factor = 0.75; image = 00371; x = 1221; y = 114; confidence = 0.65; MISS
scale_factor = 0.75; image = 00371; x =   55; y = 328; confidence = 0.82; MISS
scale_factor = 0.75; image = 00371; x =  245; y = 254; confidence = 0.40; MISS
scale_factor = 0.75; image = 00368; x =  418; y = 272; confidence = 0.80; HIT ***
scale_factor = 0.75; image = 00368; x =  418; y = 264; confidence = 0.82; HIT ***
scale_factor = 0.75; image = 00371; x =  696; y = 192; confidence = 0.55; MISS
scale_factor = 0.75; image = 00371; x =  828; y = 306; confidence = 0.29; MISS
scale_factor = 0.75; image = 00371; x =  946; y = 295; confidence = 0.39; MISS
scale_factor = 0.75; image = 00371; x = 1060; y = 216; confidence = 0.18; MISS
scale_factor = 0.75; image = 00371; x = 1225; y = 268; confidence = 0.25; MISS
scale_factor = 0.75; image = 00371; x = 1325; y = 296; confidence = 0.34; MISS
scale_factor = 0.75; image = 00371; x =   58; y = 334; confidence = 0.75; MISS
scale_factor = 0.75; image = 00371; x =  249; y = 485; confidence = 0.00; MISS
scale_factor = 0.75; image = 00368; x =  392; y = 306; confidence = 0.87; HIT ***
scale_factor = 0.75; image = 00371; x =  461; y = 445; confidence = 0.31; MISS
scale_factor = 0.75; image = 00371; x =  689; y = 394; confidence = 0.41; MISS
scale_factor = 0.75; image = 00371; x =  834; y = 462; confidence = 0.50; MISS
scale_factor = 0.75; image = 00371; x =  930; y = 354; confidence = 0.40; MISS
scale_factor = 0.75; image = 00371; x = 1041; y = 388; confidence = 0.58; MISS
scale_factor = 0.75; image = 00371; x = 1256; y = 413; confidence = 0.58; MISS
scale_factor = 0.75; image = 00371; x = 1254; y = 413; confidence = 0.57; MISS
scale_factor = 0.75; image = 00371; x =   92; y = 502; confidence = 0.37; MISS
scale_factor = 0.75; image = 00371; x =  290; y = 560; confidence = 0.32; MISS
scale_factor = 0.75; image = 00371; x =  428; y = 551; confidence = 0.36; MISS
scale_factor = 0.75; image = 00371; x =  504; y = 552; confidence = 0.39; MISS
scale_factor = 0.75; image = 00371; x =  640; y = 558; confidence = 0.33; MISS
scale_factor = 0.75; image = 00371; x =  826; y = 465; confidence = 0.32; MISS
scale_factor = 0.75; image = 00371; x =  973; y = 616; confidence = 0.46; MISS
scale_factor = 0.75; image = 00371; x = 1140; y = 615; confidence = 0.70; MISS
scale_factor = 0.75; image = 00371; x = 1139; y = 615; confidence = 0.69; MISS
scale_factor = 0.75; image = 00371; x = 1302; y = 563; confidence = 0.65; MISS
scale_factor = 0.75; image = 00371; x =   96; y = 702; confidence = 0.42; MISS
scale_factor = 0.75; image = 00371; x =  268; y = 670; confidence = 0.39; MISS
scale_factor = 0.75; image = 00371; x =  363; y = 682; confidence = 0.14; MISS
scale_factor = 0.75; image = 00371; x =  555; y = 670; confidence = 0.19; MISS
scale_factor = 0.75; image = 00371; x =  658; y = 666; confidence = 0.30; MISS
scale_factor = 0.75; image = 00371; x =  794; y = 745; confidence = 0.47; MISS
scale_factor = 0.75; image = 00371; x =  956; y = 692; confidence = 0.42; MISS
scale_factor = 0.75; image = 00371; x = 1064; y = 630; confidence = 0.54; MISS
scale_factor = 0.75; image = 00371; x = 1212; y = 663; confidence = 0.11; MISS
scale_factor = 0.75; image = 00371; x = 1300; y = 564; confidence = 0.62; MISS
### Current Image = 00368; Traffic signs searched =   40; Traffic signs found =   40; Best confidence = 0.869503; Percentage found = 100.00; HIT
### Current Image = 00368; Traffic signs searched =   41; Traffic signs found =   41; Best confidence = 0.823360; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00372.ppm
scale_factor = 0.75; image = 00377; x =  148; y = 158; confidence = 0.35; MISS
scale_factor = 0.75; image = 00377; x =  237; y = 157; confidence = 0.51; MISS
scale_factor = 0.75; image = 00377; x =  404; y = 134; confidence = 0.29; MISS
scale_factor = 0.75; image = 00377; x =  564; y = 160; confidence = 0.52; MISS
scale_factor = 0.75; image = 00377; x =  632; y =  82; confidence = 0.69; MISS
scale_factor = 0.75; image = 00377; x =  782; y = 123; confidence = 0.26; MISS
scale_factor = 0.75; image = 00377; x =  907; y = 137; confidence = 0.40; MISS
scale_factor = 0.75; image = 00377; x = 1078; y =  88; confidence = 0.65; MISS
scale_factor = 0.75; image = 00377; x = 1249; y = 185; confidence = 0.64; MISS
scale_factor = 0.75; image = 00377; x = 1298; y = 134; confidence = 0.49; MISS
scale_factor = 0.75; image = 00377; x =  152; y = 254; confidence = 0.36; MISS
scale_factor = 0.75; image = 00377; x =  276; y = 278; confidence = 0.37; MISS
scale_factor = 0.75; image = 00377; x =  398; y = 298; confidence = 0.38; MISS
scale_factor = 0.75; image = 00377; x =  640; y = 272; confidence = 0.58; MISS
scale_factor = 0.75; image = 00377; x =  643; y = 268; confidence = 0.56; MISS
scale_factor = 0.75; image = 00377; x =  838; y = 382; confidence = 0.45; MISS
scale_factor = 0.75; image = 00372; x = 1002; y = 288; confidence = 0.88; HIT ***
scale_factor = 0.75; image = 00372; x = 1001; y = 291; confidence = 0.92; HIT ***
scale_factor = 0.75; image = 00377; x = 1220; y = 250; confidence = 0.46; MISS
scale_factor = 0.75; image = 00377; x = 1245; y = 182; confidence = 0.62; MISS
scale_factor = 0.75; image = 00377; x =  141; y = 390; confidence = 0.38; MISS
scale_factor = 0.75; image = 00377; x =  272; y = 386; confidence = 0.45; MISS
scale_factor = 0.75; image = 00377; x =  387; y = 485; confidence = 0.54; MISS
scale_factor = 0.75; image = 00377; x =  602; y = 327; confidence = 0.12; MISS
scale_factor = 0.75; image = 00377; x =  766; y = 374; confidence = 0.45; MISS
scale_factor = 0.75; image = 00377; x =  843; y = 420; confidence = 0.53; MISS
scale_factor = 0.75; image = 00372; x =  998; y = 292; confidence = 0.95; HIT ***
scale_factor = 0.75; image = 00372; x = 1002; y = 295; confidence = 0.86; HIT ***
scale_factor = 0.75; image = 00377; x = 1278; y = 457; confidence = 0.62; MISS
scale_factor = 0.75; image = 00377; x = 1281; y = 457; confidence = 0.58; MISS
scale_factor = 0.75; image = 00377; x =  226; y = 611; confidence = 0.62; MISS
scale_factor = 0.75; image = 00377; x =  302; y = 552; confidence = 0.66; MISS
scale_factor = 0.75; image = 00377; x =  339; y = 520; confidence = 0.66; MISS
scale_factor = 0.75; image = 00377; x =  562; y = 604; confidence = 0.00; MISS
scale_factor = 0.75; image = 00377; x =  774; y = 546; confidence = 0.62; MISS
scale_factor = 0.75; image = 00377; x =  804; y = 536; confidence = 0.26; MISS
scale_factor = 0.75; image = 00377; x =  926; y = 548; confidence = 0.72; MISS
scale_factor = 0.75; image = 00377; x = 1124; y = 501; confidence = 0.37; MISS
scale_factor = 0.75; image = 00377; x = 1262; y = 582; confidence = 0.57; MISS
scale_factor = 0.75; image = 00377; x = 1278; y = 458; confidence = 0.60; MISS
scale_factor = 0.75; image = 00377; x =  130; y = 681; confidence = 0.51; MISS
scale_factor = 0.75; image = 00377; x =  221; y = 651; confidence = 0.54; MISS
scale_factor = 0.75; image = 00377; x =  510; y = 709; confidence = 0.04; MISS
scale_factor = 0.75; image = 00377; x =  525; y = 667; confidence = 0.15; MISS
scale_factor = 0.75; image = 00377; x =  740; y = 668; confidence = 0.57; MISS
scale_factor = 0.75; image = 00377; x =  786; y = 670; confidence = 0.58; MISS
scale_factor = 0.75; image = 00377; x =  958; y = 677; confidence = 0.32; MISS
scale_factor = 0.75; image = 00377; x = 1076; y = 662; confidence = 0.34; MISS
scale_factor = 0.75; image = 00377; x = 1200; y = 694; confidence = 0.44; MISS
scale_factor = 0.75; image = 00377; x = 1344; y = 677; confidence = 0.23; MISS
### Current Image = 00372; Traffic signs searched =   42; Traffic signs found =   42; Best confidence = 0.953857; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00377.ppm
scale_factor = 0.75; image = 00380; x =  119; y = 148; confidence = 0.53; MISS
scale_factor = 0.75; image = 00380; x =  268; y = 142; confidence = 0.43; MISS
scale_factor = 0.75; image = 00380; x =  384; y = 169; confidence = 0.52; MISS
scale_factor = 0.75; image = 00380; x =  540; y = 150; confidence = 0.44; MISS
scale_factor = 0.75; image = 00380; x =  664; y = 169; confidence = 0.30; MISS
scale_factor = 0.75; image = 00380; x =  776; y = 130; confidence = 0.47; MISS
scale_factor = 0.75; image = 00380; x =  958; y = 116; confidence = 0.32; MISS
scale_factor = 0.75; image = 00377; x = 1150; y = 233; confidence = 0.53; HIT ***
scale_factor = 0.75; image = 00377; x = 1150; y = 242; confidence = 0.66; HIT ***
scale_factor = 0.75; image = 00380; x = 1301; y = 164; confidence = 0.26; MISS
scale_factor = 0.75; image = 00380; x =  141; y = 272; confidence = 0.41; MISS
scale_factor = 0.75; image = 00377; x =  265; y = 242; confidence = 0.76; HIT ***
scale_factor = 0.75; image = 00380; x =  402; y = 268; confidence = 0.28; MISS
scale_factor = 0.75; image = 00380; x =  579; y = 307; confidence = 0.24; MISS
scale_factor = 0.75; image = 00380; x =  646; y = 217; confidence = 0.28; MISS
scale_factor = 0.75; image = 00380; x =  790; y = 261; confidence = 0.35; MISS
scale_factor = 0.75; image = 00380; x =  940; y = 268; confidence = 0.22; MISS
scale_factor = 0.75; image = 00377; x = 1151; y = 272; confidence = 0.85; HIT ***
scale_factor = 0.75; image = 00377; x = 1152; y = 266; confidence = 0.83; HIT ***
scale_factor = 0.75; image = 00380; x = 1340; y = 268; confidence = 0.25; MISS
scale_factor = 0.75; image = 00380; x =   95; y = 462; confidence = 0.06; MISS
scale_factor = 0.75; image = 00377; x =  258; y = 299; confidence = 0.87; HIT ***
scale_factor = 0.75; image = 00380; x =  343; y = 410; confidence = 0.02; MISS
scale_factor = 0.75; image = 00380; x =  496; y = 454; confidence = 0.27; MISS
scale_factor = 0.75; image = 00380; x =  642; y = 396; confidence = 0.24; MISS
scale_factor = 0.75; image = 00380; x =  836; y = 450; confidence = 0.45; MISS
scale_factor = 0.75; image = 00380; x =  934; y = 402; confidence = 0.32; MISS
scale_factor = 0.75; image = 00380; x = 1087; y = 410; confidence = 0.52; MISS
scale_factor = 0.75; image = 00380; x = 1278; y = 473; confidence = 0.63; MISS
scale_factor = 0.75; image = 00380; x = 1338; y = 394; confidence = 0.09; MISS
scale_factor = 0.75; image = 00380; x =  123; y = 526; confidence = 0.25; MISS
scale_factor = 0.75; image = 00380; x =  288; y = 533; confidence = 0.19; MISS
scale_factor = 0.75; image = 00380; x =  457; y = 600; confidence = 0.27; MISS
scale_factor = 0.75; image = 00380; x =  643; y = 550; confidence = 0.04; MISS
scale_factor = 0.75; image = 00380; x =  642; y = 530; confidence = 0.33; MISS
scale_factor = 0.75; image = 00380; x =  741; y = 563; confidence = 0.12; MISS
scale_factor = 0.75; image = 00380; x =  944; y = 449; confidence = 0.44; MISS
scale_factor = 0.75; image = 00380; x = 1095; y = 539; confidence = 0.44; MISS
scale_factor = 0.75; image = 00380; x = 1187; y = 536; confidence = 0.40; MISS
scale_factor = 0.75; image = 00380; x = 1268; y = 518; confidence = 0.56; MISS
scale_factor = 0.75; image = 00380; x =  222; y = 744; confidence = 0.42; MISS
scale_factor = 0.75; image = 00380; x =  270; y = 680; confidence = 0.00; MISS
scale_factor = 0.75; image = 00380; x =  294; y = 740; confidence = 0.19; MISS
scale_factor = 0.75; image = 00380; x =  485; y = 604; confidence = 0.30; MISS
scale_factor = 0.75; image = 00380; x =  564; y = 611; confidence = 0.18; MISS
scale_factor = 0.75; image = 00380; x =  750; y = 676; confidence = 0.13; MISS
scale_factor = 0.75; image = 00380; x =  930; y = 677; confidence = 0.08; MISS
scale_factor = 0.75; image = 00380; x = 1176; y = 670; confidence = 0.39; MISS
scale_factor = 0.75; image = 00380; x = 1178; y = 676; confidence = 0.54; MISS
scale_factor = 0.75; image = 00380; x = 1269; y = 700; confidence = 0.63; MISS
### Current Image = 00377; Traffic signs searched =   43; Traffic signs found =   43; Best confidence = 0.764960; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00379.ppm
scale_factor = 0.75; image = 00382; x =  161; y = 153; confidence = 0.34; MISS
scale_factor = 0.75; image = 00382; x =  270; y = 144; confidence = 0.38; MISS
scale_factor = 0.75; image = 00382; x =  382; y = 134; confidence = 0.33; MISS
scale_factor = 0.75; image = 00382; x =  579; y =  80; confidence = 0.22; MISS
