# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 53
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00012.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00027.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00057.ppm
delta = 143
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00065.ppm
scale_factor = 0.70; image = 00073; x =  166; y = 127; confidence = 0.00; MISS
scale_factor = 0.70; image = 00367; x =  301; y = 563; confidence = 0.19; MISS
scale_factor = 0.70; image = 00367; x =  446; y = 463; confidence = 0.44; MISS
scale_factor = 0.70; image = 00367; x =  584; y = 582; confidence = 0.40; MISS
scale_factor = 0.70; image = 00367; x =  724; y = 570; confidence = 0.25; MISS
scale_factor = 0.70; image = 00367; x =  873; y = 621; confidence = 0.45; MISS
scale_factor = 0.70; image = 00367; x = 1007; y = 574; confidence = 0.22; MISS
scale_factor = 0.70; image = 00367; x = 1167; y = 581; confidence = 0.30; MISS
scale_factor = 0.70; image = 00367; x = 1306; y = 523; confidence = 0.01; MISS
scale_factor = 0.70; image = 00367; x =  202; y = 742; confidence = 0.04; MISS
scale_factor = 0.70; image = 00367; x =  200; y = 742; confidence = 0.14; MISS
scale_factor = 0.70; image = 00367; x =  484; y = 693; confidence = 0.33; MISS
scale_factor = 0.70; image = 00367; x =  578; y = 755; confidence = 0.03; MISS
scale_factor = 0.70; image = 00367; x =  762; y = 724; confidence = 0.04; MISS
scale_factor = 0.70; image = 00367; x =  873; y = 620; confidence = 0.44; MISS
scale_factor = 0.70; image = 00367; x = 1008; y = 708; confidence = 0.32; MISS
scale_factor = 0.70; image = 00367; x = 1072; y = 700; confidence = 0.42; MISS
scale_factor = 0.70; image = 00367; x = 1296; y = 731; confidence = 0.01; MISS
### Current Image = 00360; Traffic signs searched =   30; Traffic signs found =   30; Best confidence = 0.894737; Percentage found = 100.00; HIT
### Current Image = 00360; Traffic signs searched =   31; Traffic signs found =   31; Best confidence = 0.829128; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00363.ppm
scale_factor = 0.70; image = 00368; x =  120; y = 145; confidence = 0.30; MISS
scale_factor = 0.70; image = 00368; x =  190; y = 156; confidence = 0.23; MISS
scale_factor = 0.70; image = 00368; x =  422; y = 270; confidence = 0.69; MISS
scale_factor = 0.70; image = 00368; x =  543; y = 146; confidence = 0.40; MISS
scale_factor = 0.70; image = 00368; x =  715; y = 143; confidence = 0.13; MISS
scale_factor = 0.70; image = 00368; x =  904; y = 156; confidence = 0.33; MISS
scale_factor = 0.70; image = 00368; x =  978; y = 131; confidence = 0.42; MISS
scale_factor = 0.70; image = 00368; x = 1111; y = 169; confidence = 0.19; MISS
scale_factor = 0.70; image = 00368; x = 1178; y = 189; confidence = 0.18; MISS
scale_factor = 0.70; image = 00368; x =   33; y = 316; confidence = 0.40; MISS
scale_factor = 0.70; image = 00368; x =  219; y = 269; confidence = 0.00; MISS
scale_factor = 0.70; image = 00363; x =  429; y = 286; confidence = 0.81; HIT ***
scale_factor = 0.70; image = 00368; x =  492; y = 200; confidence = 0.37; MISS
scale_factor = 0.70; image = 00368; x =  706; y = 298; confidence = 0.00; MISS
scale_factor = 0.70; image = 00368; x =  852; y = 301; confidence = 0.12; MISS
scale_factor = 0.70; image = 00368; x =  981; y = 299; confidence = 0.27; MISS
scale_factor = 0.70; image = 00368; x = 1146; y = 271; confidence = 0.31; MISS
scale_factor = 0.70; image = 00368; x = 1297; y = 288; confidence = 0.02; MISS
scale_factor = 0.70; image = 00368; x =  156; y = 426; confidence = 0.44; MISS
scale_factor = 0.70; image = 00368; x =  239; y = 462; confidence = 0.50; MISS
scale_factor = 0.70; image = 00368; x =  462; y = 456; confidence = 0.25; MISS
scale_factor = 0.70; image = 00368; x =  565; y = 389; confidence = 0.24; MISS
scale_factor = 0.70; image = 00368; x =  715; y = 429; confidence = 0.16; MISS
scale_factor = 0.70; image = 00368; x =  867; y = 455; confidence = 0.50; MISS
scale_factor = 0.70; image = 00368; x =  966; y = 524; confidence = 0.42; MISS
scale_factor = 0.70; image = 00368; x = 1187; y = 431; confidence = 0.02; MISS
scale_factor = 0.70; image = 00368; x = 1289; y = 429; confidence = 0.08; MISS
scale_factor = 0.70; image = 00368; x =  152; y = 582; confidence = 0.35; MISS
scale_factor = 0.70; image = 00368; x =  402; y = 569; confidence = 0.20; MISS
scale_factor = 0.70; image = 00368; x =  436; y = 577; confidence = 0.06; MISS
scale_factor = 0.70; image = 00368; x =  619; y = 547; confidence = 0.07; MISS
scale_factor = 0.70; image = 00368; x =  810; y = 549; confidence = 0.43; MISS
scale_factor = 0.70; image = 00368; x =  864; y = 591; confidence = 0.47; MISS
scale_factor = 0.70; image = 00368; x = 1056; y = 614; confidence = 0.42; MISS
scale_factor = 0.70; image = 00368; x = 1107; y = 662; confidence = 0.52; MISS
scale_factor = 0.70; image = 00368; x = 1296; y = 563; confidence = 0.24; MISS
scale_factor = 0.70; image = 00368; x =  145; y = 717; confidence = 0.06; MISS
scale_factor = 0.70; image = 00368; x =  279; y = 774; confidence = 0.20; MISS
scale_factor = 0.70; image = 00368; x =  438; y = 717; confidence = 0.04; MISS
scale_factor = 0.70; image = 00368; x =  578; y = 715; confidence = 0.15; MISS
scale_factor = 0.70; image = 00368; x =  699; y = 702; confidence = 0.33; MISS
scale_factor = 0.70; image = 00368; x =  935; y = 715; confidence = 0.34; MISS
scale_factor = 0.70; image = 00368; x = 1016; y = 732; confidence = 0.37; MISS
scale_factor = 0.70; image = 00368; x = 1124; y = 680; confidence = 0.58; MISS
scale_factor = 0.70; image = 00368; x = 1224; y = 784; confidence = 0.58; MISS
### Current Image = 00363; Traffic signs searched =   32; Traffic signs found =   32; Best confidence = 0.811103; Percentage found = 100.00; HIT
### Current Image = 00363; Traffic signs searched =   33; Traffic signs found =   32; Best confidence = 0.000000; Percentage found = 96.97; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00367.ppm
scale_factor = 0.70; image = 00370; x =  138; y = 178; confidence = 0.33; MISS
scale_factor = 0.70; image = 00367; x =  260; y = 238; confidence = 0.70; HIT ***
scale_factor = 0.70; image = 00370; x =  414; y = 143; confidence = 0.13; MISS
scale_factor = 0.70; image = 00370; x =  582; y = 179; confidence = 0.26; MISS
scale_factor = 0.70; image = 00370; x =  730; y = 178; confidence = 0.49; MISS
scale_factor = 0.70; image = 00370; x =  858; y = 136; confidence = 0.11; MISS
scale_factor = 0.70; image = 00367; x = 1048; y = 265; confidence = 0.87; HIT ***
scale_factor = 0.70; image = 00370; x = 1153; y = 137; confidence = 0.12; MISS
scale_factor = 0.70; image = 00370; x = 1275; y = 143; confidence = 0.26; MISS
scale_factor = 0.70; image = 00367; x =  265; y = 237; confidence = 0.68; HIT ***
scale_factor = 0.70; image = 00367; x =  260; y = 299; confidence = 0.54; HIT ***
scale_factor = 0.70; image = 00370; x =  512; y = 181; confidence = 0.55; MISS
scale_factor = 0.70; image = 00370; x =  515; y = 179; confidence = 0.51; MISS
scale_factor = 0.70; image = 00370; x =  609; y = 353; confidence = 0.49; MISS
scale_factor = 0.70; image = 00370; x =  877; y = 170; confidence = 0.47; MISS
scale_factor = 0.70; image = 00367; x = 1048; y = 269; confidence = 0.87; HIT ***
scale_factor = 0.70; image = 00367; x = 1048; y = 283; confidence = 0.82; HIT ***
scale_factor = 0.70; image = 00370; x = 1296; y = 288; confidence = 0.32; MISS
scale_factor = 0.70; image = 00370; x =  127; y = 406; confidence = 0.02; MISS
scale_factor = 0.70; image = 00370; x =  264; y = 444; confidence = 0.10; MISS
scale_factor = 0.70; image = 00370; x =  442; y = 552; confidence = 0.60; MISS
scale_factor = 0.70; image = 00370; x =  602; y = 456; confidence = 0.32; MISS
scale_factor = 0.70; image = 00370; x =  690; y = 558; confidence = 0.30; MISS
scale_factor = 0.70; image = 00370; x =  878; y = 422; confidence = 0.28; MISS
scale_factor = 0.70; image = 00370; x =  961; y = 554; confidence = 0.37; MISS
scale_factor = 0.70; image = 00370; x = 1174; y = 552; confidence = 0.23; MISS
scale_factor = 0.70; image = 00370; x = 1332; y = 544; confidence = 0.32; MISS
scale_factor = 0.70; image = 00370; x =  170; y = 540; confidence = 0.24; MISS
scale_factor = 0.70; image = 00370; x =  318; y = 619; confidence = 0.24; MISS
scale_factor = 0.70; image = 00370; x =  432; y = 552; confidence = 0.65; MISS
scale_factor = 0.70; image = 00370; x =  572; y = 565; confidence = 0.59; MISS
scale_factor = 0.70; image = 00370; x =  715; y = 572; confidence = 0.50; MISS
scale_factor = 0.70; image = 00370; x =  845; y = 556; confidence = 0.23; MISS
scale_factor = 0.70; image = 00370; x = 1001; y = 567; confidence = 0.31; MISS
scale_factor = 0.70; image = 00370; x = 1166; y = 556; confidence = 0.47; MISS
scale_factor = 0.70; image = 00370; x = 1326; y = 549; confidence = 0.46; MISS
scale_factor = 0.70; image = 00370; x =  128; y = 692; confidence = 0.06; MISS
scale_factor = 0.70; image = 00370; x =  315; y = 616; confidence = 0.08; MISS
scale_factor = 0.70; image = 00370; x =  413; y = 663; confidence = 0.26; MISS
scale_factor = 0.70; image = 00370; x =  557; y = 633; confidence = 0.25; MISS
scale_factor = 0.70; image = 00370; x =  705; y = 751; confidence = 0.34; MISS
scale_factor = 0.70; image = 00370; x =  849; y = 715; confidence = 0.32; MISS
scale_factor = 0.70; image = 00370; x = 1034; y = 699; confidence = 0.46; MISS
scale_factor = 0.70; image = 00370; x = 1038; y = 698; confidence = 0.46; MISS
scale_factor = 0.70; image = 00370; x = 1261; y = 728; confidence = 0.43; MISS
### Current Image = 00367; Traffic signs searched =   34; Traffic signs found =   32; Best confidence = 0.000000; Percentage found = 94.12; MISS
### Current Image = 00367; Traffic signs searched =   35; Traffic signs found =   33; Best confidence = 0.540735; Percentage found = 94.29; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00368.ppm
scale_factor = 0.70; image = 00371; x =  153; y = 146; confidence = 0.21; MISS
scale_factor = 0.70; image = 00371; x =  237; y = 126; confidence = 0.37; MISS
scale_factor = 0.70; image = 00368; x =  404; y = 249; confidence = 0.74; HIT ***
scale_factor = 0.70; image = 00371; x =  507; y = 178; confidence = 0.46; MISS
scale_factor = 0.70; image = 00371; x =  720; y = 186; confidence = 0.50; MISS
scale_factor = 0.70; image = 00371; x =  880; y = 124; confidence = 0.49; MISS
scale_factor = 0.70; image = 00371; x = 1036; y = 143; confidence = 0.64; MISS
scale_factor = 0.70; image = 00371; x = 1199; y = 120; confidence = 0.80; MISS
scale_factor = 0.70; image = 00371; x = 1221; y = 113; confidence = 0.76; MISS
scale_factor = 0.70; image = 00371; x =   73; y = 259; confidence = 0.43; MISS
scale_factor = 0.70; image = 00368; x =  396; y = 305; confidence = 0.86; HIT ***
scale_factor = 0.70; image = 00368; x =  400; y = 303; confidence = 0.89; HIT ***
scale_factor = 0.70; image = 00371; x =  617; y = 220; confidence = 0.21; MISS
scale_factor = 0.70; image = 00371; x =  715; y = 286; confidence = 0.14; MISS
scale_factor = 0.70; image = 00371; x =  935; y = 311; confidence = 0.46; MISS
scale_factor = 0.70; image = 00371; x =  994; y = 296; confidence = 0.32; MISS
scale_factor = 0.70; image = 00371; x = 1150; y = 247; confidence = 0.27; MISS
scale_factor = 0.70; image = 00371; x = 1302; y = 321; confidence = 0.25; MISS
scale_factor = 0.70; image = 00371; x =  143; y = 429; confidence = 0.19; MISS
scale_factor = 0.70; image = 00371; x =  276; y = 485; confidence = 0.07; MISS
scale_factor = 0.70; image = 00368; x =  414; y = 327; confidence = 0.70; HIT ***
scale_factor = 0.70; image = 00371; x =  556; y = 465; confidence = 0.14; MISS
scale_factor = 0.70; image = 00371; x =  801; y = 459; confidence = 0.42; MISS
scale_factor = 0.70; image = 00371; x =  801; y = 459; confidence = 0.42; MISS
scale_factor = 0.70; image = 00371; x = 1044; y = 389; confidence = 0.52; MISS
scale_factor = 0.70; image = 00371; x = 1154; y = 419; confidence = 0.34; MISS
scale_factor = 0.70; image = 00371; x = 1307; y = 439; confidence = 0.53; MISS
scale_factor = 0.70; image = 00371; x =  255; y = 572; confidence = 0.41; MISS
scale_factor = 0.70; image = 00371; x =  256; y = 572; confidence = 0.40; MISS
scale_factor = 0.70; image = 00371; x =  403; y = 530; confidence = 0.02; MISS
scale_factor = 0.70; image = 00371; x =  556; y = 572; confidence = 0.26; MISS
scale_factor = 0.70; image = 00371; x =  708; y = 490; confidence = 0.14; MISS
scale_factor = 0.70; image = 00371; x =  930; y = 642; confidence = 0.10; MISS
scale_factor = 0.70; image = 00371; x = 1053; y = 502; confidence = 0.40; MISS
scale_factor = 0.70; image = 00371; x = 1134; y = 619; confidence = 0.51; MISS
scale_factor = 0.70; image = 00371; x = 1287; y = 581; confidence = 0.02; MISS
scale_factor = 0.70; image = 00371; x =  128; y = 715; confidence = 0.27; MISS
scale_factor = 0.70; image = 00371; x =  266; y = 703; confidence = 0.30; MISS
scale_factor = 0.70; image = 00371; x =  402; y = 791; confidence = 0.34; MISS
scale_factor = 0.70; image = 00371; x =  592; y = 679; confidence = 0.47; MISS
scale_factor = 0.70; image = 00371; x =  741; y = 755; confidence = 0.35; MISS
scale_factor = 0.70; image = 00371; x =  855; y = 722; confidence = 0.27; MISS
scale_factor = 0.70; image = 00371; x =  951; y = 737; confidence = 0.42; MISS
scale_factor = 0.70; image = 00371; x = 1135; y = 727; confidence = 0.30; MISS
scale_factor = 0.70; image = 00371; x = 1275; y = 708; confidence = 0.21; MISS
### Current Image = 00368; Traffic signs searched =   36; Traffic signs found =   34; Best confidence = 0.888248; Percentage found = 94.44; HIT
### Current Image = 00368; Traffic signs searched =   37; Traffic signs found =   35; Best confidence = 0.739726; Percentage found = 94.59; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00371.ppm
scale_factor = 0.70; image = 00377; x =  138; y = 158; confidence = 0.52; MISS
scale_factor = 0.70; image = 00371; x =  339; y = 242; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00371; x =  344; y = 242; confidence = 0.98; HIT ***
scale_factor = 0.70; image = 00377; x =  578; y = 168; confidence = 0.44; MISS
scale_factor = 0.70; image = 00377; x =  718; y = 193; confidence = 0.12; MISS
scale_factor = 0.70; image = 00377; x =  873; y = 138; confidence = 0.10; MISS
scale_factor = 0.70; image = 00377; x = 1001; y = 143; confidence = 0.24; MISS
scale_factor = 0.70; image = 00377; x = 1104; y = 110; confidence = 0.47; MISS
scale_factor = 0.70; image = 00377; x = 1322; y = 120; confidence = 0.54; MISS
scale_factor = 0.70; image = 00377; x =   78; y = 210; confidence = 0.46; MISS
scale_factor = 0.70; image = 00371; x =  338; y = 237; confidence = 0.90; HIT ***
scale_factor = 0.70; image = 00371; x =  352; y = 243; confidence = 0.93; HIT ***
scale_factor = 0.70; image = 00377; x =  565; y = 164; confidence = 0.29; MISS
scale_factor = 0.70; image = 00377; x =  686; y = 409; confidence = 0.44; MISS
scale_factor = 0.70; image = 00377; x =  846; y = 169; confidence = 0.53; MISS
scale_factor = 0.70; image = 00377; x =  998; y = 223; confidence = 0.10; MISS
scale_factor = 0.70; image = 00377; x = 1180; y = 251; confidence = 0.20; MISS
scale_factor = 0.70; image = 00377; x = 1293; y = 263; confidence = 0.53; MISS
scale_factor = 0.70; image = 00377; x =  176; y = 461; confidence = 0.13; MISS
scale_factor = 0.70; image = 00377; x =  264; y = 414; confidence = 0.15; MISS
scale_factor = 0.70; image = 00377; x =  386; y = 379; confidence = 0.44; MISS
scale_factor = 0.70; image = 00377; x =  569; y = 436; confidence = 0.28; MISS
scale_factor = 0.70; image = 00377; x =  721; y = 431; confidence = 0.11; MISS
scale_factor = 0.70; image = 00377; x =  863; y = 446; confidence = 0.12; MISS
scale_factor = 0.70; image = 00377; x = 1027; y = 436; confidence = 0.42; MISS
scale_factor = 0.70; image = 00377; x = 1128; y = 416; confidence = 0.24; MISS
scale_factor = 0.70; image = 00377; x = 1282; y = 441; confidence = 0.30; MISS
scale_factor = 0.70; image = 00377; x =  126; y = 635; confidence = 0.27; MISS
scale_factor = 0.70; image = 00377; x =  346; y = 637; confidence = 0.01; MISS
scale_factor = 0.70; image = 00377; x =  454; y = 604; confidence = 0.01; MISS
scale_factor = 0.70; image = 00377; x =  515; y = 570; confidence = 0.17; MISS
scale_factor = 0.70; image = 00377; x =  658; y = 546; confidence = 0.00; MISS
scale_factor = 0.70; image = 00377; x =  811; y = 540; confidence = 0.00; MISS
scale_factor = 0.70; image = 00377; x = 1100; y = 476; confidence = 0.00; MISS
scale_factor = 0.70; image = 00377; x = 1097; y = 473; confidence = 0.21; MISS
scale_factor = 0.70; image = 00377; x = 1343; y = 446; confidence = 0.19; MISS
scale_factor = 0.70; image = 00377; x =  169; y = 725; confidence = 0.17; MISS
scale_factor = 0.70; image = 00377; x =  289; y = 708; confidence = 0.06; MISS
scale_factor = 0.70; image = 00377; x =  444; y = 690; confidence = 0.02; MISS
scale_factor = 0.70; image = 00377; x =  572; y = 717; confidence = 0.18; MISS
scale_factor = 0.70; image = 00377; x =  599; y = 668; confidence = 0.18; MISS
scale_factor = 0.70; image = 00377; x =  739; y = 655; confidence = 0.20; MISS
scale_factor = 0.70; image = 00377; x =  982; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00377; x = 1125; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00377; x = 1307; y = 800; confidence = 0.00; MISS
### Current Image = 00371; Traffic signs searched =   38; Traffic signs found =   36; Best confidence = 0.976929; Percentage found = 94.74; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00372.ppm
scale_factor = 0.70; image = 00377; x =  138; y = 143; confidence = 0.16; MISS
scale_factor = 0.70; image = 00377; x =  246; y = 178; confidence = 0.41; MISS
scale_factor = 0.70; image = 00377; x =  464; y = 206; confidence = 0.50; MISS
scale_factor = 0.70; image = 00377; x =  559; y = 160; confidence = 0.52; MISS
scale_factor = 0.70; image = 00377; x =  718; y = 114; confidence = 0.29; MISS
scale_factor = 0.70; image = 00377; x =  884; y = 128; confidence = 0.36; MISS
scale_factor = 0.70; image = 00377; x =  994; y =  67; confidence = 0.53; MISS
scale_factor = 0.70; image = 00377; x = 1125; y =  63; confidence = 0.42; MISS
scale_factor = 0.70; image = 00377; x = 1264; y = 141; confidence = 0.38; MISS
scale_factor = 0.70; image = 00377; x =  117; y = 270; confidence = 0.31; MISS
scale_factor = 0.70; image = 00377; x =  286; y = 286; confidence = 0.12; MISS
scale_factor = 0.70; image = 00377; x =  461; y = 206; confidence = 0.50; MISS
scale_factor = 0.70; image = 00377; x =  634; y = 171; confidence = 0.43; MISS
scale_factor = 0.70; image = 00377; x =  702; y = 274; confidence = 0.29; MISS
scale_factor = 0.70; image = 00372; x =  985; y = 292; confidence = 0.88; HIT ***
scale_factor = 0.70; image = 00372; x = 1001; y = 286; confidence = 0.88; HIT ***
scale_factor = 0.70; image = 00377; x = 1156; y = 308; confidence = 0.02; MISS
scale_factor = 0.70; image = 00377; x = 1284; y = 296; confidence = 0.31; MISS
scale_factor = 0.70; image = 00377; x =  270; y = 384; confidence = 0.43; MISS
scale_factor = 0.70; image = 00377; x =  286; y = 429; confidence = 0.21; MISS
scale_factor = 0.70; image = 00377; x =  417; y = 464; confidence = 0.53; MISS
scale_factor = 0.70; image = 00377; x =  485; y = 350; confidence = 0.01; MISS
scale_factor = 0.70; image = 00377; x =  712; y = 434; confidence = 0.31; MISS
scale_factor = 0.70; image = 00377; x =  846; y = 419; confidence = 0.42; MISS
scale_factor = 0.70; image = 00377; x =  976; y = 448; confidence = 0.56; MISS
scale_factor = 0.70; image = 00377; x = 1144; y = 424; confidence = 0.16; MISS
scale_factor = 0.70; image = 00377; x = 1284; y = 454; confidence = 0.60; MISS
scale_factor = 0.70; image = 00377; x =  146; y = 570; confidence = 0.03; MISS
scale_factor = 0.70; image = 00377; x =  366; y = 513; confidence = 0.62; MISS
scale_factor = 0.70; image = 00377; x =  366; y = 515; confidence = 0.61; MISS
scale_factor = 0.70; image = 00377; x =  566; y = 639; confidence = 0.09; MISS
scale_factor = 0.70; image = 00377; x =  770; y = 550; confidence = 0.57; MISS
scale_factor = 0.70; image = 00377; x =  893; y = 579; confidence = 0.63; MISS
scale_factor = 0.70; image = 00377; x =  972; y = 582; confidence = 0.17; MISS
scale_factor = 0.70; image = 00377; x = 1146; y = 572; confidence = 0.07; MISS
scale_factor = 0.70; image = 00377; x = 1262; y = 582; confidence = 0.57; MISS
scale_factor = 0.70; image = 00377; x =  143; y = 728; confidence = 0.58; MISS
scale_factor = 0.70; image = 00377; x =  204; y = 620; confidence = 0.38; MISS
scale_factor = 0.70; image = 00377; x =  466; y = 731; confidence = 0.39; MISS
scale_factor = 0.70; image = 00377; x =  578; y = 695; confidence = 0.26; MISS
scale_factor = 0.70; image = 00377; x =  742; y = 666; confidence = 0.58; MISS
scale_factor = 0.70; image = 00377; x =  867; y = 738; confidence = 0.72; MISS
scale_factor = 0.70; image = 00377; x = 1013; y = 695; confidence = 0.30; MISS
scale_factor = 0.70; image = 00377; x = 1149; y = 752; confidence = 0.38; MISS
scale_factor = 0.70; image = 00377; x = 1299; y = 712; confidence = 0.34; MISS
### Current Image = 00372; Traffic signs searched =   39; Traffic signs found =   37; Best confidence = 0.881038; Percentage found = 94.87; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00379.ppm
scale_factor = 0.70; image = 00379; x =  208; y = 262; confidence = 0.81; HIT ***
scale_factor = 0.70; image = 00379; x =  216; y = 262; confidence = 0.80; HIT ***
scale_factor = 0.70; image = 00382; x =  431; y = 145; confidence = 0.01; MISS
scale_factor = 0.70; image = 00382; x =  578; y = 146; confidence = 0.04; MISS
scale_factor = 0.70; image = 00382; x =  765; y = 146; confidence = 0.46; MISS
scale_factor = 0.70; image = 00382; x =  877; y = 188; confidence = 0.47; MISS
scale_factor = 0.70; image = 00382; x = 1021; y = 158; confidence = 0.41; MISS
scale_factor = 0.70; image = 00382; x = 1118; y = 143; confidence = 0.40; MISS
scale_factor = 0.70; image = 00382; x = 1260; y = 149; confidence = 0.46; MISS
scale_factor = 0.70; image = 00379; x =  203; y = 311; confidence = 0.94; HIT ***
scale_factor = 0.70; image = 00379; x =  217; y = 326; confidence = 0.92; HIT ***
scale_factor = 0.70; image = 00382; x =  409; y = 199; confidence = 0.13; MISS
scale_factor = 0.70; image = 00382; x =  585; y = 223; confidence = 0.36; MISS
scale_factor = 0.70; image = 00382; x =  675; y = 234; confidence = 0.30; MISS
scale_factor = 0.70; image = 00382; x =  898; y = 183; confidence = 0.46; MISS
scale_factor = 0.70; image = 00379; x = 1073; y = 331; confidence = 0.95; HIT ***
scale_factor = 0.70; image = 00379; x = 1078; y = 325; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00382; x = 1287; y = 286; confidence = 0.15; MISS
scale_factor = 0.70; image = 00379; x =  202; y = 332; confidence = 0.84; HIT ***
scale_factor = 0.70; image = 00379; x =  209; y = 330; confidence = 0.90; HIT ***
scale_factor = 0.70; image = 00382; x =  452; y = 423; confidence = 0.11; MISS
scale_factor = 0.70; image = 00382; x =  584; y = 439; confidence = 0.26; MISS
scale_factor = 0.70; image = 00382; x =  689; y = 404; confidence = 0.07; MISS
scale_factor = 0.70; image = 00382; x =  832; y = 414; confidence = 0.29; MISS
scale_factor = 0.70; image = 00379; x = 1077; y = 324; confidence = 0.94; HIT ***
scale_factor = 0.70; image = 00379; x = 1082; y = 324; confidence = 0.98; HIT ***
scale_factor = 0.70; image = 00382; x = 1285; y = 432; confidence = 0.31; MISS
scale_factor = 0.70; image = 00382; x =  131; y = 639; confidence = 0.13; MISS
scale_factor = 0.70; image = 00382; x =  179; y = 622; confidence = 0.00; MISS
scale_factor = 0.70; image = 00382; x =  423; y = 622; confidence = 0.41; MISS
scale_factor = 0.70; image = 00382; x =  579; y = 577; confidence = 0.15; MISS
scale_factor = 0.70; image = 00382; x =  720; y = 609; confidence = 0.01; MISS
scale_factor = 0.70; image = 00382; x =  883; y = 697; confidence = 0.21; MISS
scale_factor = 0.70; image = 00382; x = 1068; y = 470; confidence = 0.28; MISS
scale_factor = 0.70; image = 00382; x = 1187; y = 599; confidence = 0.29; MISS
scale_factor = 0.70; image = 00382; x = 1282; y = 567; confidence = 0.00; MISS
scale_factor = 0.70; image = 00382; x =  155; y = 703; confidence = 0.03; MISS
scale_factor = 0.70; image = 00382; x =  280; y = 705; confidence = 0.25; MISS
scale_factor = 0.70; image = 00382; x =  369; y = 632; confidence = 0.16; MISS
scale_factor = 0.70; image = 00382; x =  569; y = 730; confidence = 0.02; MISS
scale_factor = 0.70; image = 00382; x =  705; y = 712; confidence = 0.06; MISS
scale_factor = 0.70; image = 00382; x =  885; y = 727; confidence = 0.35; MISS
scale_factor = 0.70; image = 00382; x = 1090; y = 755; confidence = 0.07; MISS
scale_factor = 0.70; image = 00382; x = 1237; y = 727; confidence = 0.34; MISS
scale_factor = 0.70; image = 00382; x = 1292; y = 710; confidence = 0.31; MISS
### Current Image = 00379; Traffic signs searched =   40; Traffic signs found =   38; Best confidence = 0.943764; Percentage found = 95.00; HIT
### Current Image = 00379; Traffic signs searched =   41; Traffic signs found =   38; Best confidence = 0.000000; Percentage found = 92.68; MISS
### Current Image = 00379; Traffic signs searched =   42; Traffic signs found =   39; Best confidence = 0.814708; Percentage found = 92.86; HIT
### Current Image = 00379; Traffic signs searched =   43; Traffic signs found =   40; Best confidence = 0.975487; Percentage found = 93.02; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00390.ppm
scale_factor = 0.70; image = 00397; x =  120; y = 146; confidence = 0.47; MISS
scale_factor = 0.70; image = 00397; x =  303; y = 153; confidence = 0.32; MISS
scale_factor = 0.70; image = 00390; x =  476; y = 265; confidence = 0.68; HIT ***
scale_factor = 0.70; image = 00397; x =  589; y = 141; confidence = 0.53; MISS
scale_factor = 0.70; image = 00397; x =  804; y = 128; confidence = 0.70; MISS
scale_factor = 0.70; image = 00397; x =  805; y = 130; confidence = 0.68; MISS
scale_factor = 0.70; image = 00397; x =  982; y = 140; confidence = 0.49; MISS
scale_factor = 0.70; image = 00397; x = 1112; y = 170; confidence = 0.38; MISS
scale_factor = 0.70; image = 00390; x = 1245; y = 270; confidence = 0.86; HIT ***
scale_factor = 0.70; image = 00397; x =  192; y = 348; confidence = 0.33; MISS
scale_factor = 0.70; image = 00397; x =  305; y = 298; confidence = 0.29; MISS
